"","Site","Const","Trend_0.5","p_0.5","Span_MSE","Trend_MSE","p_MSE"
"1","Kings","NO3","7.34850411880927","0.00469779081973313","0.625","7.36777612040385","0.00481565016040779"
"2","Kings","TN","3.35505576920525","0.0165319866532192","0.45","3.36772100766325","0.0158500758344287"
"3","Kings","SRP","-39.4095007139939","1.01392917269706e-23","1","-39.1982705574279","3.56680622860855e-23"
"4","Kings","TP","-23.8602487415918","1.0572071941809e-15","0.725","-23.5270753135453","3.62714179204242e-15"
"5","Kings","TSS","-10.1392824456426","0.000429996746426704","0.6","-9.9236621352361","0.000596494585752981"
"6","Kings","Cl","1.97656847049643","0.0103970744220645","0.875","2.10021752629075","0.00691187453998474"
"7","Kings","SO4","5.894838367837","6.11860336109838e-10","0.8","5.97214835025284","4.53166762437177e-10"
