"","X.5.30.","NO3test5to30modes","NO3test5to30stdevs","X.5.30..1","TNtest5to30modes","TNtest5to30stdevs","X.5.30..2","SRPtest5to30modes","SRPtest5to30stdevs","X.5.30..3","TPtest5to30modes","TPtest5to30stdevs","X.5.30..4","TSStest5to30modes","TSStest5to30stdevs","X.5.30..5","Cltest5to30modes","Cltest5to30stdevs","X.5.30..6","SO4test5to30modes","SO4test5to30stdevs"
"folds.5",5,0.8,0.146371068848726,5,0.4,0.112920416259254,5,0.85,0.0914508901330241,5,0.9,0.0796996914443621,5,0.5,0.133481635211648,5,0.85,0.135830777072061,5,0.9,0.142860714241073
"folds.6",6,0.8,0.124228229727484,6,0.35,0.113123555352147,6,0.85,0.0808122035641769,6,0.9,0.085140939575722,6,0.5,0.133950950511212,6,0.85,0.123717914826348,6,0.85,0.121487380716967
"folds.7",7,0.8,0.11614997342458,7,0.4,0.0966848446431677,7,0.9,0.0757008074256673,7,0.9,0.0722876905432843,7,0.55,0.113317325800297,7,0.85,0.111524683823989,7,0.9,0.135228453713993
"folds.8",8,0.75,0.122491149201292,8,0.45,0.0950241644884852,8,0.85,0.0674688136573227,8,0.9,0.0721393209883006,8,0.6,0.121054044263928,8,0.85,0.0843280765213812,8,0.9,0.124232336649472
"folds.9",9,0.8,0.131707777961327,9,0.45,0.102499377798012,9,0.85,0.0751121610306472,9,0.9,0.0913392420751188,9,0.5,0.115245965886278,9,0.9,0.109749250380965,9,0.9,0.122478652867197
"folds.10",10,0.75,0.116933611026749,10,0.45,0.0836721005363393,10,0.9,0.0683702405723307,10,0.9,0.0679510628230016,10,0.6,0.130915146221528,10,0.85,0.0858867312932848,10,0.9,0.105540397527222
"folds.11",11,0.75,0.123371018327909,11,0.3,0.0946745230044622,11,0.85,0.0701601666160496,11,0.9,0.0638557046817915,11,0.6,0.122707550122814,11,0.85,0.117042640058385,11,0.9,0.100508909139073
"folds.12",12,0.8,0.100757336290349,12,0.4,0.0872247858427071,12,0.9,0.0582482372510718,12,0.85,0.060911444586651,12,0.45,0.110914565393038,12,0.85,0.108326792057879,12,0.9,0.111739492954435
"folds.13",13,0.85,0.121990297372624,13,0.5,0.103119704564102,13,0.9,0.0691124490395536,13,0.9,0.0715997947779524,13,0.65,0.115245965886278,13,0.9,0.0983589843172365,13,0.85,0.0889909419834516
"folds.14",14,0.85,0.113371342165866,14,0.4,0.0984574910863587,14,0.85,0.0719693812446286,14,0.9,0.0640869944461656,14,0.65,0.112031336723987,14,0.85,0.0776964265193551,14,0.9,0.0978388929802041
"folds.15",15,0.75,0.107499406737803,15,0.45,0.0965792473588823,15,0.85,0.0562429133857987,15,0.9,0.0634147346555087,15,0.45,0.113950400953884,15,0.9,0.0769905904666808,15,0.9,0.120373568188234
"folds.16",16,0.8,0.0954313515420528,16,0.3,0.0909361740733688,16,0.9,0.0646813224152673,16,0.9,0.063599512255863,16,0.55,0.121222514242131,16,0.85,0.0956662992716167,16,0.9,0.107764861184537
"folds.17",17,0.75,0.112938487863156,17,0.4,0.0876274581884664,17,0.9,0.0596246764420263,17,0.85,0.0648782218735177,17,0.55,0.107764861184537,17,0.85,0.0914508901330241,17,0.9,0.110730413571863
"folds.18",18,0.8,0.0868966075756889,18,0.45,0.0795394908975717,18,0.9,0.0668839994898264,18,0.85,0.0639195923462774,18,0.5,0.103509833901353,18,0.9,0.0798212288268514,18,0.9,0.0914732033918979
"folds.19",19,0.8,0.129850777778941,19,0.45,0.0851409395757219,19,0.85,0.054295111968514,19,0.9,0.0412681623590122,19,0.6,0.128527770365404,19,0.9,0.0834278375701579,19,0.9,0.0626701764829824
"folds.20",20,0.85,0.0790504876128967,20,0.4,0.0818223561087291,20,0.9,0.0571428571428571,20,0.9,0.0507997268191273,20,0.6,0.100107085520599,20,0.9,0.0880630571852711,20,0.9,0.105274180411079
"folds.21",21,0.8,0.0829863524555547,21,0.45,0.0761376304826346,21,0.9,0.0621141148637419,21,0.9,0.0521379645454133,21,0.6,0.0988144003386435,21,0.9,0.0801083450008519,21,0.9,0.0721393209883006
"folds.22",22,0.8,0.0880630571852711,22,0.4,0.0790569415042095,22,0.85,0.0577114567906405,22,0.9,0.0435187034620795,22,0.65,0.112617285801179,22,0.85,0.103509833901353,22,0.9,0.0673174023047624
"folds.23",23,0.75,0.0708836356003159,23,0.45,0.0789536159361163,23,0.9,0.067981089807597,23,0.9,0.0569998209807429,23,0.55,0.0998774759597059,23,0.9,0.0697005255741026,23,0.9,0.0811964108988639
"folds.24",24,0.8,0.0713499567381131,24,0.4,0.0730180296437888,24,0.9,0.0509201054874903,24,0.85,0.0505076272276105,24,0.55,0.0860054578239672,24,0.85,0.0555951106351144,24,0.9,0.0996166120070097
"folds.25",25,0.75,0.0822204602372953,25,0.4,0.0818410604994429,25,0.9,0.0575077634510581,25,0.9,0.0667312612235809,25,0.5,0.114842394220097,25,0.85,0.0687275009567139,25,0.9,0.107854777646725
