"","Date","concentrations.TSS","Flow"
"1",2009-07-09,5.3,78
"2",2009-07-15,8.2,152
"3",2009-07-22,10.1,310
"4",2009-07-29,5.3,97
"5",2009-08-05,4.9,75
"6",2009-08-12,8.1,50
"7",2009-08-19,6.3,41
"8",2009-08-26,4.9,44
"9",2009-09-02,4.3,30
"10",2009-09-02,4.7,30
"11",2009-09-09,8.7,139
"12",2009-09-16,17,449
"13",2009-09-17,130.8,1470
"14",2009-09-23,43,3530
"15",2009-09-30,1.8,302
"16",2009-10-07,2.2,187
"17",2009-10-09,783.4,24500
"18",2009-10-14,51.9,4430
"19",2009-10-21,5,687
"20",2009-10-28,2.1,808
"21",2009-10-30,461.5,9400
"22",2009-11-04,2.9,896
"23",2009-11-11,1.4,407
"24",2009-11-18,1.5,560
"25",2009-11-24,0.5,327
"26",2009-12-02,1,229
"27",2009-12-02,0.7,229
"28",2009-12-09,1.1,210
"29",2009-12-16,0.9,179
"30",2009-12-22,1.8,156
"31",2009-12-31,0.6,471
"32",2009-12-31,1.2,471
"33",2010-01-06,0.5,335
"34",2010-01-13,0.8,256
"35",2010-01-13,0.9,256
"36",2010-01-20,0.9,266
"37",2010-01-27,3.6,890
"38",2010-02-04,2.4,1080
"39",2010-02-11,2.6,899
"40",2010-02-17,1.5,651
"41",2010-02-25,2.4,835
"42",2010-03-03,1.5,545
"43",2010-03-10,1.7,454
"44",2010-03-10,2.4,454
"45",2010-03-17,2.5,453
"46",2010-03-23,124.9,4360
"47",2010-03-31,6.1,1110
"48",2010-04-07,6.4,963
"49",2010-04-14,2.6,478
"50",2010-04-21,2.3,379
"51",2010-04-28,1.9,393
"52",2010-05-05,3.4,370
"53",2010-05-12,8.9,654
"54",2010-05-14,168.9,1750
"55",2010-05-15,165.4,4560
"56",2010-05-17,25.5,3490
"57",2010-05-20,745.3,6590
"58",2010-05-26,4.9,825
"59",2010-06-02,3.1,317
"60",2010-06-09,3.5,178
"61",2010-06-16,4.8,152
"62",2010-06-16,4.6,152
"63",2010-06-24,2.1,90
"64",2010-06-24,1.6,90
"65",2011-07-15,8.25,37
"66",2011-07-21,3.3,23
"67",2011-07-29,3.8,19
"68",2011-08-03,2.2,16
"69",2011-08-11,5.1,127
"70",2011-08-18,2.3,102
"71",2011-09-01,3.4,23
"72",2011-09-08,4.8,15
"73",2011-09-16,2.7,14
"74",2011-09-22,3,121
"75",2011-09-26,1,121
"76",2011-10-06,1.8,41
"77",2011-10-13,16.2,224
"78",2011-10-26,2,57
"79",2011-11-03,1.7,62
"80",2011-11-09,43.85,4380
"81",2011-11-17,1.8,209
"82",2011-12-01,0.4,307
"83",2011-12-08,2.3,735
"84",2011-12-15,31.8,2750
"85",2012-01-05,1.9,218
"86",2012-01-12,1.3,267
"87",2012-01-19,0.5,175
"88",2012-01-26,182.65,7540
"89",2012-02-02,2,670
"90",2012-02-09,2.7,746
"91",2012-02-16,2.8,533
"92",2012-03-01,1.8,290
"93",2012-03-13,13.35,1820
"94",2012-03-20,82.9,3890
"95",2012-03-21,187.2,12800
"96",2012-03-22,86.8,13300
"97",2012-03-29,4.7,988
"98",2012-04-12,2.2,215
"99",2012-04-19,2.65,188
"100",2012-04-26,3.4,122
"101",2012-05-02,2.55,122
"102",2012-05-10,2,61
"103",2012-05-16,3.5,48
"104",2012-05-24,2.45,32
"105",2012-06-01,2.7,26
"106",2012-06-05,3.8,27
"107",2012-06-14,3.6,25
"108",2012-06-21,3.8,15
"109",2012-06-28,2.9,9
"110",2012-07-12,2.5,11
"111",2012-07-19,2.95,6.1
"112",2012-08-02,3,4.3
"113",2012-08-17,2.1,5.3
"114",2012-08-20,2.4,6.3
"115",2012-08-29,2.25,13
"116",2012-09-05,1.7,10
"117",2012-09-11,3.1,51
"118",2012-09-25,1.4,16
"119",2012-10-01,2.1,17
"120",2012-10-09,0.95,16
"121",2012-10-15,1.3,164
"122",2012-10-24,1.1,40
"123",2012-10-31,0.7,28
"124",2012-11-07,1.2,22
"125",2012-11-14,22.3,26
"126",2012-11-28,0.9,23
"127",2012-12-05,1.9,45
"128",2012-12-12,1.2,45
"129",2013-01-10,1.7,71
"130",2013-01-15,4.9,188
"131",2013-01-23,3.2,86
"132",2013-01-31,41.9,2430
"133",2013-02-06,1.4,251
"134",2013-02-11,5,566
"135",2013-02-20,1.1,297
"136",2013-02-27,7.5,1620
"137",2013-03-06,1.3,338
"138",2013-03-11,74.3,2510
"139",2013-03-19,1.3,396
"140",2013-03-29,2.1,416
"141",2013-04-03,1.7,710
"142",2013-04-12,3,899
"143",2013-04-19,29.2,3080
"144",2013-04-24,1.8,651
"145",2013-04-27,31.8,2870
"146",2013-05-10,116.7,4280
"147",2013-05-22,28.5,1920
"148",2013-05-22,10.2,1920
"149",2013-05-30,1.1,287
"150",2013-06-06,16.5,514
"151",2013-06-12,1.6,192
"152",2013-06-25,3.3,59
"153",2013-07-08,1.8,24
"154",2013-07-19,1.9,15
"155",2013-07-31,3,76
"156",2013-08-07,4.8,195
"157",2013-08-09,73.3,2570
"158",2013-08-14,24.4,2250
"159",2013-08-20,1.7,287
"160",2013-08-28,0.5,91
"161",2013-09-04,2.9,53
"162",2013-09-11,2.7,35
"163",2013-09-18,3.1,39
"164",2013-09-23,2.4,42
"165",2013-10-02,2.2,31
"166",2013-10-06,13.3,602
"167",2013-10-24,1,61
"168",2013-10-30,1.9,60
"169",2013-11-06,6.7,110
"170",2013-11-13,0.4,131
"171",2013-11-22,3.7,709
"172",2013-12-02,0.1,147
"173",2013-12-12,0.7,136
"174",2013-12-18,2,902
"175",2014-01-09,0.9,400
"176",2014-01-12,8.7,2080
"177",2014-01-22,3,365
"178",2014-01-28,0.3,233
"179",2014-02-06,0.7,173
"180",2014-02-12,2.9,142
"181",2014-02-21,1.2,187
"182",2014-02-25,0.3,156
"183",2014-03-07,1.25,241
"184",2014-03-11,1.9,842
"185",2014-03-17,67.3,7440
"186",2014-03-27,1.5,556
"187",2014-04-03,6.4,727
"188",2014-04-07,245.9,3330
"189",2014-04-14,1.3,972
"190",2014-04-22,1.4,476
"191",2014-04-28,0.8,376
"192",2014-05-13,2.4,326
"193",2014-05-14,3.2,649
"194",2014-05-20,1.6,428
"195",2014-05-28,2.5,176
"196",2014-06-02,4.5,308
"197",2014-06-10,12,1150
"198",2014-06-20,0.25,143
"199",2014-07-01,2,256
"200",2014-07-09,2.1,85
"201",2014-07-23,3.7,62
"202",2014-07-29,3.5,41
"203",2014-08-05,4.3,48
"204",2014-08-12,3.3,38
"205",2014-08-19,2.1,32
"206",2014-08-27,4.6,26
"207",2014-09-04,4.3,41
"208",2014-09-10,5.1,23
"209",2014-09-17,4.1,37
"210",2014-09-24,3.65,26
"211",2014-10-01,3.4,18
"212",2014-10-08,2.8,28
"213",2014-10-10,25.7,636
"214",2014-10-13,14.9,1520
"215",2014-10-14,38.7,3110
"216",2014-10-22,1.3,173
"217",2014-10-29,1.1,79
"218",2014-11-06,0.7,161
"219",2014-11-12,2.88,134
"220",2014-11-19,0.5,82
"221",2014-12-05,1.05,104
"222",2014-12-10,0.8,227
"223",2014-12-17,2.9,509
