"","Date","concentrations.SO4","Flow"
"74",2011-10-13,10.658,224
"75",2011-10-26,10.248,57
"76",2011-11-03,9.736,62
"77",2011-11-09,5.2745,4380
"78",2011-11-17,8.326,209
"79",2011-12-01,7.672,307
"80",2011-12-08,6.277,735
"81",2011-12-15,6.072,2750
"82",2012-01-05,7.348,218
"83",2012-01-12,8.269,267
"84",2012-01-19,7.586,175
"85",2012-01-26,3.9015,7540
"86",2012-02-02,6.361,670
"87",2012-02-09,5.739,746
"88",2012-02-16,6.825,533
"89",2012-03-01,7.625,290
"90",2012-03-13,4.875,1820
"91",2012-03-20,5.221,3890
"92",2012-03-21,3.775,12800
"93",2012-03-22,4.018,13300
"94",2012-03-29,6.651,988
"95",2012-04-12,7.202,215
"96",2012-04-19,6.177,188
"97",2012-04-26,7.968,122
"98",2012-05-02,8.249,122
"99",2012-05-10,8.898,61
"100",2012-05-16,9.246,48
"101",2012-05-24,11.575,32
"102",2012-06-01,13.274,26
"103",2012-06-05,13.116,27
"104",2012-06-14,14.106,25
"105",2012-06-21,18.405,15
"106",2012-06-28,14.125,9
"107",2012-07-12,13.452,11
"108",2012-07-19,25.0445,6.1
"109",2012-08-02,27.175,4.3
"110",2012-08-17,40.664,5.3
"111",2012-08-20,39.274,6.3
"112",2012-08-29,38.081,13
"113",2012-09-05,46.33,10
"114",2012-09-11,20.503,51
"115",2012-09-25,16.604,16
"116",2012-10-01,21.868,17
"117",2012-10-09,18.6275,16
"118",2012-10-15,14.855,164
"119",2012-10-24,13.129,40
"120",2012-10-31,16.865,28
"121",2012-11-07,17.999,22
"122",2012-11-14,21.891,26
"123",2012-11-28,16.625,23
"124",2012-12-05,20.488,45
"125",2012-12-12,15.386,45
"126",2013-01-10,13.946,71
"127",2013-01-15,12.556,188
"128",2013-01-23,13.688,86
"129",2013-01-31,13.6275,2430
"130",2013-02-06,9.834,251
"131",2013-02-11,12.208,566
"132",2013-02-20,9.225,297
"133",2013-02-27,8.014,1620
"134",2013-03-06,8.344,338
"135",2013-03-11,6.559,2510
"136",2013-03-19,8.086,396
"137",2013-03-29,7.416,416
"138",2013-04-03,6.532,710
"139",2013-04-12,6.486,899
"140",2013-04-19,6.346,3080
"141",2013-04-24,6.607,651
"142",2013-04-27,5.618,2870
"143",2013-05-10,4.608,4280
"144",2013-05-22,5.287,1920
"145",2013-05-22,5.86,1920
"146",2013-05-30,6.744,287
"147",2013-06-06,5.335,514
"148",2013-06-12,6.204,192
"149",2013-06-25,8.413,59
"150",2013-07-08,11.611,24
"151",2013-07-19,11.7015,15
"152",2013-07-31,10.426,76
"153",2013-08-07,8.471,195
"154",2013-08-09,4.943,2570
"155",2013-08-14,5.119,2250
"156",2013-08-20,6.194,287
"157",2013-08-28,8.236,91
"158",2013-09-04,9.335,53
"159",2013-09-11,11.767,35
"160",2013-09-18,17.969,39
"161",2013-09-23,12.913,42
"162",2013-10-02,17.302,31
"163",2013-10-06,8.909,602
"164",2013-10-24,9.826,61
"165",2013-10-30,11.009,60
"166",2013-11-06,10.385,110
"167",2013-11-13,9.122,131
"168",2013-11-22,7.7115,709
"169",2013-12-02,8.644,147
"170",2013-12-12,10.632,136
"171",2013-12-18,8.161,902
"172",2014-01-09,7.967,400
"173",2014-01-12,6.146,2080
"174",2014-01-22,7.465,365
"175",2014-01-28,8.063,233
"176",2014-02-06,9.003,173
"177",2014-02-12,10.726,142
"178",2014-02-21,9.09,187
"179",2014-02-25,9.395,156
"180",2014-03-07,9.9115,241
"181",2014-03-11,7.247,842
"182",2014-03-17,4.721,7440
"183",2014-03-27,6.9,556
"184",2014-04-03,6.642,727
"185",2014-04-07,5.454,3330
"186",2014-04-14,6.276,972
"187",2014-04-22,6.222,476
"188",2014-04-28,6.632,376
"189",2014-05-13,7.857,326
"190",2014-05-14,6.212,649
"191",2014-05-20,5.741,428
"192",2014-05-28,6.325,176
"193",2014-06-02,7.42,308
"194",2014-06-10,5.445,1150
"195",2014-06-20,7.19,143
"196",2014-07-01,6.763,256
"197",2014-07-09,8.041,85
"198",2014-07-23,9.003,62
"199",2014-07-29,12.083,41
"200",2014-08-05,10.872,48
"201",2014-08-12,13.094,38
"202",2014-08-19,10.489,32
"203",2014-08-27,8.318,26
"204",2014-09-04,21.042,41
"205",2014-09-10,11.6,23
"206",2014-09-17,16.72,37
"207",2014-09-24,13.514,26
"208",2014-10-01,17.584,18
"209",2014-10-08,13.722,28
"210",2014-10-10,8.1405,636
"211",2014-10-13,6.668,1520
"212",2014-10-14,4.806,3110
"213",2014-10-22,8.174,173
"214",2014-10-29,9.386,79
"215",2014-11-06,10.056,161
"216",2014-11-12,9.547,134
"217",2014-11-19,9.677,82
"218",2014-12-05,9.6245,104
"219",2014-12-10,9.133,227
"220",2014-12-17,9.021,509
"221",2015-01-05,5.353,1690
"222",2015-01-07,6.724,764
"223",2015-01-14,7.273,308
"224",2015-01-21,7.971,195
"225",2015-01-28,8.893,140
"226",2015-02-04,9.333,138
"227",2015-02-11,9.184,108
"228",2015-02-18,8.736,96
"229",2015-02-25,8.381,486
"230",2015-03-05,7.228,2140
"231",2015-03-11,6.081,2280
"232",2015-03-14,4.818,5720
"233",2015-03-19,6.148,1950
"234",2015-03-26,5.297,7260
"235",2015-04-01,6.3455,1170
"236",2015-04-15,6.525,591
"237",2015-04-22,5.578,687
"238",2015-04-29,6.21,397
"239",2015-05-12,3.5215,6680
"240",2015-05-18,3.558,4080
"241",2015-06-01,4.58,2400
"242",2015-06-20,9.763,6920
