"","Date","concentrations.TP","Flow"
"1",2009-07-09,0.092,78
"2",2009-07-15,0.15,152
"3",2009-07-22,0.144,310
"4",2009-07-29,0.06,97
"5",2009-08-05,0.12,75
"6",2009-08-12,0.254,50
"7",2009-08-19,0.316,41
"8",2009-08-26,0.238,44
"9",2009-09-02,0.31,30
"10",2009-09-02,0.308,30
"11",2009-09-09,0.112,139
"12",2009-09-16,0.206,449
"13",2009-09-17,0.292,1470
"14",2009-09-23,0.134,3530
"15",2009-09-30,0.092,302
"16",2009-10-07,0.072,187
"17",2009-10-09,1.325,24500
"18",2009-10-14,0.12,4430
"19",2009-10-21,0.028,687
"20",2009-10-28,0.038,808
"21",2009-10-30,0.68,9400
"22",2009-11-04,0.03,896
"23",2009-11-11,0.048,407
"24",2009-11-18,0.04,560
"25",2009-11-24,0.042,327
"26",2009-12-02,0.036,229
"27",2009-12-02,0.034,229
"28",2009-12-09,0.024,210
"29",2009-12-16,0.006,179
"30",2009-12-22,0.012,156
"31",2009-12-31,0.032,471
"32",2009-12-31,0.03,471
"33",2010-01-06,0.02,335
"34",2010-01-13,0.038,256
"35",2010-01-13,0.038,256
"36",2010-01-20,0.016,266
"37",2010-01-27,0.012,890
"38",2010-02-04,0.034,1080
"39",2010-02-11,0.032,899
"40",2010-02-17,0.034,651
"41",2010-02-25,0.056,835
"42",2010-03-03,0.016,545
"43",2010-03-10,0.048,454
"44",2010-03-10,0.052,454
"45",2010-03-17,0.08,453
"46",2010-03-23,0.194,4360
"47",2010-03-31,0.056,1110
"48",2010-04-07,0.044,963
"49",2010-04-14,0.034,478
"50",2010-04-21,0.044,379
"51",2010-04-28,0.042,393
"52",2010-05-05,0.075,370
"53",2010-05-12,0.086,654
"54",2010-05-14,0.428,1750
"55",2010-05-15,0.282,4560
"56",2010-05-17,0.086,3490
"57",2010-05-20,0.964,6590
"58",2010-05-26,0.066,825
"59",2010-06-02,0.04,317
"60",2010-06-09,0.102,178
"61",2010-06-16,0.11,152
"62",2010-06-16,0.12,152
"63",2010-06-24,0.152,90
"64",2010-06-24,0.152,90
"65",2011-07-15,0.209,37
"66",2011-07-21,0.158,23
"67",2011-07-29,0.118,19
"68",2011-08-03,0.104,16
"69",2011-08-11,0.738,127
"70",2011-08-18,0.196,102
"71",2011-09-01,0.182,23
"72",2011-09-08,0.168,15
"73",2011-09-16,0.148,14
"74",2011-09-22,0.102,121
"75",2011-09-26,0.114,121
"76",2011-10-06,0.25,41
"77",2011-10-13,0.254,224
"78",2011-10-26,0.168,57
"79",2011-11-03,0.232,62
"80",2011-11-09,0.136,4380
"81",2011-11-17,0.132,209
"82",2011-12-01,0.048,307
"83",2011-12-08,0.036,735
"84",2011-12-15,0.218,2750
"85",2012-01-05,0.008,218
"86",2012-01-12,0.012,267
"87",2012-01-19,0.012,175
"88",2012-01-26,0.289,7540
"89",2012-02-02,0.018,670
"90",2012-02-09,0.028,746
"91",2012-02-16,0.018,533
"92",2012-03-01,0.008,290
"93",2012-03-13,0.037,1820
"94",2012-03-20,0.238,3890
"95",2012-03-21,0.266,12800
"96",2012-03-22,0.112,13300
