"","Date","concentrations.TP","Flow"
"97",2012-03-29,0.02,988
"98",2012-04-12,0.003,215
"99",2012-04-19,0.013,188
"100",2012-04-26,0.018,122
"101",2012-05-02,0.028,122
"102",2012-05-10,0.016,61
"103",2012-05-16,0.026,48
"104",2012-05-24,0.017,32
"105",2012-06-01,0.28,26
"106",2012-06-05,0.034,27
"107",2012-06-14,0.034,25
"108",2012-06-21,0.032,15
"109",2012-06-28,0.044,9
"110",2012-07-12,0.024,11
"111",2012-07-19,0.035,6.1
"112",2012-08-02,0.056,4.3
"113",2012-08-17,0.04,5.3
"114",2012-08-20,0.038,6.3
"115",2012-08-29,0.037,13
"116",2012-09-05,0.04,10
"117",2012-09-11,0.048,51
"118",2012-09-25,0.03,16
"119",2012-10-01,0.028,17
"120",2012-10-09,0.038,16
"121",2012-10-15,0.062,164
"122",2012-10-24,0.024,40
"123",2012-10-31,0.02,28
"124",2012-11-07,0.026,22
"125",2012-11-14,0.02,26
"126",2012-11-28,0.014,23
"127",2012-12-05,0.034,45
"128",2012-12-12,0.03,45
"129",2013-01-10,0.008,71
"130",2013-01-15,0.018,188
"131",2013-01-23,0.006,86
"132",2013-01-31,0.723,2430
"133",2013-02-06,0.018,251
"134",2013-02-11,0.022,566
"135",2013-02-20,0.008,297
"136",2013-02-27,0.024,1620
"137",2013-03-06,0.006,338
"138",2013-03-11,0.126,2510
"139",2013-03-19,0.018,396
"140",2013-03-29,0.008,416
"141",2013-04-03,0.02,710
"142",2013-04-12,0.02,899
"143",2013-04-19,0.096,3080
"144",2013-04-24,0.012,651
"145",2013-04-27,0.084,2870
"146",2013-05-10,0.246,4280
"147",2013-05-22,0.066,1920
"148",2013-05-22,0.03,1920
"149",2013-05-30,0.018,287
"150",2013-06-06,0.026,514
"151",2013-06-12,0.056,192
"152",2013-06-25,0.03,59
"153",2013-07-08,0.028,24
"154",2013-07-19,0.038,15
"155",2013-07-31,0.028,76
"156",2013-08-07,0.026,195
"157",2013-08-09,0.204,2570
"158",2013-08-14,0.09,2250
"159",2013-08-20,0.022,287
"160",2013-08-28,0.022,91
"161",2013-09-04,0.024,53
"162",2013-09-11,0.026,35
"163",2013-09-18,0.022,39
"164",2013-09-23,0.02,42
"165",2013-10-02,0.026,31
"166",2013-10-06,0.082,602
"167",2013-10-24,0.014,61
"168",2013-10-30,0.018,60
"169",2013-11-06,0.006,110
"170",2013-11-13,0.012,131
"171",2013-11-22,0.063,709
"172",2013-12-02,0.004,147
"173",2013-12-12,0.012,136
"174",2013-12-18,0.02,902
"175",2014-01-09,0.022,400
"176",2014-01-12,0.04,2080
"177",2014-01-22,0.006,365
"178",2014-01-28,0.018,233
"179",2014-02-06,0.024,173
"180",2014-02-12,0.012,142
"181",2014-02-21,0.008,187
"182",2014-02-25,0.01,156
"183",2014-03-07,0.009,241
"184",2014-03-11,0.016,842
"185",2014-03-17,0.154,7440
"186",2014-03-27,0.022,556
"187",2014-04-03,0.026,727
"188",2014-04-07,0.41,3330
"189",2014-04-14,0.048,972
"190",2014-04-22,0.012,476
"191",2014-04-28,0.016,376
"192",2014-05-13,0.028,326
"193",2014-05-14,0.06,649
"194",2014-05-20,0.018,428
"195",2014-05-28,0.018,176
"196",2014-06-02,0.024,308
"197",2014-06-10,0.048,1150
"198",2014-06-20,0.024,143
"199",2014-07-01,0.018,256
"200",2014-07-09,0.018,85
"201",2014-07-23,0.036,62
"202",2014-07-29,0.03,41
"203",2014-08-05,0.03,48
"204",2014-08-12,0.03,38
"205",2014-08-19,0.03,32
"206",2014-08-27,0.022,26
"207",2014-09-04,0.026,41
"208",2014-09-10,0.028,23
"209",2014-09-17,0.024,37
"210",2014-09-24,0.024,26
"211",2014-10-01,0.03,18
"212",2014-10-08,0.03,28
"213",2014-10-10,0.184,636
"214",2014-10-13,0.1,1520
"215",2014-10-14,0.138,3110
"216",2014-10-22,0.024,173
"217",2014-10-29,0.022,79
"218",2014-11-06,0.016,161
"219",2014-11-12,0.018,134
"220",2014-11-19,0.016,82
"221",2014-12-05,0.016,104
"222",2014-12-10,0.016,227
"223",2014-12-17,0.02,509
"224",2015-01-05,0.148,1690
"225",2015-01-07,0.024,764
"226",2015-01-14,0.024,308
"227",2015-01-21,0.014,195
"228",2015-01-28,0.008,140
"229",2015-02-04,0.003,138
"230",2015-02-11,0.008,108
"231",2015-02-18,0.017,96
"232",2015-02-25,0.02,486
"233",2015-03-05,0.088,2140
"234",2015-03-11,0.042,2280
"235",2015-03-14,0.348,5720
"236",2015-03-19,0.04,1950
"237",2015-03-26,0.292,7260
"238",2015-04-01,0.049,1170
"239",2015-04-15,0.024,591
"240",2015-04-22,0.028,687
"241",2015-04-29,0.012,397
"242",2015-05-12,0.226,6680
"243",2015-05-18,0.168,4080
"244",2015-06-01,0.046,2400
"245",2015-06-20,0.31,6920
