"","TP.Date","TP.Flow","TP.concentrations.TP","lnC","lnQ"
"1",2009-07-09,78,0.092,-2.3859667019331,4.35670882668959
"2",2009-07-15,152,0.15,-1.89711998488588,5.02388052084628
"3",2009-07-22,310,0.144,-1.93794197940614,5.73657229747919
"4",2009-07-29,97,0.06,-2.81341071676004,4.57471097850338
"5",2009-08-05,75,0.12,-2.12026353620009,4.31748811353631
"6",2009-08-12,50,0.254,-1.3704210119636,3.91202300542815
"7",2009-08-19,41,0.316,-1.15201306539522,3.71357206670431
"8",2009-08-26,44,0.238,-1.43548460531066,3.78418963391826
"9",2009-09-02,30,0.31,-1.17118298150295,3.40119738166216
"10",2009-09-02,30,0.308,-1.17765549600856,3.40119738166216
"11",2009-09-09,139,0.112,-2.18925640768704,4.93447393313069
"12",2009-09-16,449,0.206,-1.57987911019256,6.10702288774225
"13",2009-09-17,1470,0.292,-1.23100147671386,7.29301767977278
"14",2009-09-23,3530,0.134,-2.00991547903123,8.16905314992734
"15",2009-09-30,302,0.092,-2.3859667019331,5.71042701737487
"16",2009-10-07,187,0.072,-2.63108915996608,5.23110861685459
"17",2009-10-09,24500,1.325,0.281412459438185,10.1064283965328
"18",2009-10-14,4430,0.12,-2.12026353620009,8.39615486303918
"19",2009-10-21,687,0.028,-3.57555076880693,6.53233429222235
"20",2009-10-28,808,0.038,-3.27016911925575,6.69456205852109
"21",2009-10-30,9400,0.68,-0.385662480811985,9.14846496825809
"22",2009-11-04,896,0.03,-3.50655789731998,6.79794041297493
"23",2009-11-11,407,0.048,-3.03655426807425,6.00881318544259
"24",2009-11-18,560,0.04,-3.2188758248682,6.32793678372919
"25",2009-11-24,327,0.042,-3.17008566069877,5.78996017089725
"26",2009-12-02,229,0.036,-3.32423634052603,5.43372200355424
"27",2009-12-02,229,0.034,-3.38139475436598,5.43372200355424
"28",2009-12-09,210,0.024,-3.72970144863419,5.34710753071747
"29",2009-12-16,179,0.006,-5.11599580975408,5.18738580584075
"30",2009-12-22,156,0.012,-4.42284862919414,5.04985600724954
"31",2009-12-31,471,0.032,-3.44201937618241,6.15485809401642
"32",2009-12-31,471,0.03,-3.50655789731998,6.15485809401642
"33",2010-01-06,335,0.02,-3.91202300542815,5.81413053182507
"34",2010-01-13,256,0.038,-3.27016911925575,5.54517744447956
"35",2010-01-13,256,0.038,-3.27016911925575,5.54517744447956
"36",2010-01-20,266,0.016,-4.13516655674236,5.5834963087817
"37",2010-01-27,890,0.012,-4.42284862919414,6.79122146272619
"38",2010-02-04,1080,0.034,-3.38139475436598,6.98471632011827
"39",2010-02-11,899,0.032,-3.44201937618241,6.80128303447162
"40",2010-02-17,651,0.034,-3.38139475436598,6.47850964220857
"41",2010-02-25,835,0.056,-2.88240358824699,6.72743172485086
"42",2010-03-03,545,0.016,-4.13516655674236,6.30078579466324
"43",2010-03-10,454,0.048,-3.03655426807425,6.11809719804135
"44",2010-03-10,454,0.052,-2.95651156040071,6.11809719804135
"45",2010-03-17,453,0.08,-2.52572864430826,6.11589212548303
"46",2010-03-23,4360,0.194,-1.63989711991881,8.38022733634308
"47",2010-03-31,1110,0.056,-2.88240358824699,7.01211529430638
"48",2010-04-07,963,0.044,-3.12356564506388,6.87005341179813
"49",2010-04-14,478,0.034,-3.38139475436598,6.16961073249146
"50",2010-04-21,379,0.044,-3.12356564506388,5.93753620508243
"51",2010-04-28,393,0.042,-3.17008566069877,5.97380961186926
"52",2010-05-05,370,0.075,-2.59026716544583,5.91350300563827
"53",2010-05-12,654,0.086,-2.45340798272863,6.4831073514572
