"","SRP.Date","SRP.Flow","SRP.concentrations.SRP","lnC","lnQ"
"1",2009-07-07,0.01,0.055,-2.90042209374967,-4.60517018598809
"2",2009-07-14,0.01,0.061,-2.79688141480883,-4.60517018598809
"3",2009-07-21,0.01,0.074,-2.60369018577797,-4.60517018598809
"4",2009-07-28,0.01,0.073,-2.61729583783375,-4.60517018598809
"5",2009-08-04,0.01,0.077,-2.56394985712845,-4.60517018598809
"6",2009-08-11,0.01,0.21,-1.56064774826467,-4.60517018598809
"7",2009-08-18,0.01,0.098,-2.32278780031156,-4.60517018598809
"8",2009-08-25,0.01,0.091,-2.39689577246529,-4.60517018598809
"9",2009-09-01,0.01,0.125,-2.07944154167984,-4.60517018598809
"10",2009-09-08,3.695801939,0.163,-1.81400507817537,1.30719756441065
"11",2009-09-10,8.366047922,0.379,-0.970219073899711,2.12418160118911
"12",2009-09-15,2.792228224,0.294,-1.22417551164346,1.02683992367976
"13",2009-09-22,353.9933151,0.77,-0.261364764134408,5.86927802905717
"14",2009-09-29,2.838809754,0.074,-2.60369018577797,1.04338486362164
"15",2009-10-06,2.025204799,0.064,-2.74887219562247,0.705670830753314
"16",2009-10-09,2698.454539,0.631,-0.460449416440924,7.90043449515007
"17",2009-10-13,66.59875256,0.203,-1.59454929994035,4.1986858470406
"18",2009-10-20,6.037327785,0.0645,-2.74109005518041,1.79796149434827
"19",2009-10-27,68.0259744,0.376,-0.978166135592243,4.21988960871226
"20",2009-11-03,4.442203605,0.062,-2.78062089393705,1.49115056075677
"21",2009-11-10,4.067681507,0.045,-3.10109278921182,1.40307318284009
"22",2009-11-17,4.323359692,0.051,-2.97592964625781,1.46403280648052
"23",2009-11-23,3.841214561,0.024,-3.72970144863419,1.34578860851697
"24",2009-12-01,3.193143569,0.02,-3.91202300542815,1.16100587639234
"25",2009-12-08,2.957275656,0.01,-4.60517018598809,1.08426845803377
"26",2009-12-15,2.634415351,0.007,-4.96184512992682,0.968661279196353
"27",2009-12-21,2.357967489,0.004,-5.52146091786225,0.857800014488324
"28",2009-12-29,3.134925823,0.009,-4.71053070164592,1.14260551287992
"29",2010-01-05,2.666060426,0.018,-4.01738352108597,0.980601886916014
"30",2010-01-12,2.07521859,0.017,-4.07454193492592,0.730066492712624
"31",2010-01-19,2.491461303,0.014,-4.26869794936688,0.91286940701124
"32",2010-01-26,4.288047033,0.048,-3.03655426807425,1.45583139222514
"33",2010-02-03,20.07832978,0.176,-1.73727128394399,2.99964111307717
"34",2010-02-10,5.248397869,0.053,-2.93746336543002,1.65792286222084
"35",2010-02-16,4.358777324,0.028,-3.57555076880693,1.47219158775779
"36",2010-02-23,4.60689917,0.0525,-2.94694210938456,1.52755499945423
"37",2010-03-02,3.915291646,0.016,-4.13516655674236,1.36488982117649
"38",2010-03-08,3.36648783,0.022,-3.81671282562382,1.21387001396622
"39",2010-03-16,3.169472192,0.039,-3.24419363285249,1.15356507308
"40",2010-03-22,62.08284061,0.167,-1.78976146656538,4.12846963207684
"41",2010-03-30,4.562618165,0.061,-2.79688141480883,1.51789661775131
"42",2010-04-07,4.356900323,0.045,-3.10109278921182,1.47176086943501
"43",2010-04-13,3.356916451,0.018,-4.01738352108597,1.21102282969295
"44",2010-04-20,2.595896721,0.015,-4.19970507787993,0.953932014152138
"45",2010-04-27,2.496969692,0.026,-3.64965874096066,0.915077873458655
"46",2010-05-04,1.982423491,0.033,-3.41124771751566,0.68432008160058
"47",2010-05-11,2.106962193,0.028,-3.57555076880693,0.74524719113947
"48",2010-05-14,7.064972474,0.478,-0.738144546490681,1.95514912002133
"49",2010-05-18,4.334831077,0.115,-2.16282315061889,1.46668264222989
"50",2010-05-25,3.038308199,0.089,-2.41911890925,1.11130084702018
