"","Date","concentrations.SRP","Flow"
"1",2009-07-07,0.055,0.01
"2",2009-07-14,0.061,0.01
"3",2009-07-21,0.074,0.01
"4",2009-07-28,0.073,0.01
"5",2009-08-04,0.077,0.01
"6",2009-08-11,0.21,0.01
"7",2009-08-18,0.098,0.01
"8",2009-08-25,0.091,0.01
"9",2009-09-01,0.125,0.01
"10",2009-09-08,0.163,3.695801939
"11",2009-09-10,0.379,8.366047922
"12",2009-09-15,0.294,2.792228224
"13",2009-09-22,0.77,353.9933151
"14",2009-09-29,0.074,2.838809754
"15",2009-10-06,0.064,2.025204799
"16",2009-10-09,0.631,2698.454539
"17",2009-10-13,0.203,66.59875256
"18",2009-10-20,0.0645,6.037327785
"19",2009-10-27,0.376,68.0259744
"20",2009-11-03,0.062,4.442203605
"21",2009-11-10,0.045,4.067681507
"22",2009-11-17,0.051,4.323359692
"23",2009-11-23,0.024,3.841214561
"24",2009-12-01,0.02,3.193143569
"25",2009-12-08,0.01,2.957275656
"26",2009-12-15,0.007,2.634415351
"27",2009-12-21,0.004,2.357967489
"28",2009-12-29,0.009,3.134925823
"29",2010-01-05,0.018,2.666060426
"30",2010-01-12,0.017,2.07521859
"31",2010-01-19,0.014,2.491461303
"32",2010-01-26,0.048,4.288047033
"33",2010-02-03,0.176,20.07832978
"34",2010-02-10,0.053,5.248397869
"35",2010-02-16,0.028,4.358777324
"36",2010-02-23,0.0525,4.60689917
"37",2010-03-02,0.016,3.915291646
"38",2010-03-08,0.022,3.36648783
"39",2010-03-16,0.039,3.169472192
"40",2010-03-22,0.167,62.08284061
"41",2010-03-30,0.061,4.562618165
"42",2010-04-07,0.045,4.356900323
"43",2010-04-13,0.018,3.356916451
"44",2010-04-20,0.015,2.595896721
"45",2010-04-27,0.026,2.496969692
"46",2010-05-04,0.033,1.982423491
"47",2010-05-11,0.028,2.106962193
"48",2010-05-14,0.478,7.064972474
"49",2010-05-18,0.115,4.334831077
"50",2010-05-25,0.089,3.038308199
"51",2010-06-01,0.092,1.934423363
"52",2010-06-08,0.17,2.044854996
"53",2010-06-15,0.178,2.410909768
"54",2010-06-23,0.1075,1.154780943
"55",2010-08-04,0.095,0.01
"56",2010-08-09,0.088,0.01
"57",2010-08-18,0.079,0.01
"58",2010-08-25,0.068,0.01
"59",2010-09-02,0.068,0.01
"60",2010-09-08,0.098,0.01
"61",2010-09-15,0.302,2.945405791
"62",2010-09-23,0.106,0.01
"63",2010-09-30,0.068,0.01
"64",2010-10-07,0.05,0.01
"65",2010-10-13,0.049,0.01
"66",2010-10-21,0.065,0.01
"67",2010-10-28,0.056,0.01
"68",2010-11-03,0.046,0.01
"69",2010-11-11,0.0465,0.432499757
"70",2010-11-16,0.044,0.40274232
"71",2010-11-29,0.068,0.687722021
"72",2010-12-09,0.046,0.01
"73",2010-12-16,0.044,0.01
"74",2011-01-06,0.046,0.01
"75",2011-01-12,0.043,0.01
"76",2011-01-21,0.041,0.01
"77",2011-01-26,0.044,0.01
"78",2011-02-06,0.032,0.134626532
"79",2011-02-12,0.026,0.387239786
"80",2011-02-14,0.327,4.366402354
"81",2011-02-24,0.182,2.034153604
"82",2011-02-28,0.418,128.4619453
"83",2011-03-04,0.183,3.126912342
"84",2011-03-14,0.395,1.204531407
"85",2011-03-31,0.021,0.39716575
"86",2011-04-07,0.0345,0.324902568
"87",2011-04-11,0.132,0.243312207
"88",2011-04-20,0.054,0.48494366
"89",2011-04-23,0.525,44.13852378
"90",2011-04-25,0.495,2538.297658
"91",2011-04-25,0.4,2538.297658
"92",2011-05-11,0.054,3019.374652
"93",2011-05-18,0.045,101.473672
"94",2011-05-23,0.442,93.57275788
"95",2011-06-09,0.0355,46.49306849
"96",2011-06-16,0.0515,37.45138912
"97",2011-07-14,0.028,26.02971129
"98",2011-07-20,0.046,20.74528355
"99",2011-07-28,0.063,21.20709096
"100",2011-08-04,0.062,4.255510575
"101",2011-08-10,0.983,3.839047447
"102",2011-08-17,0.199,6.634501502
"103",2011-08-31,0.131,6.140072969
"104",2011-09-07,0.104,6.582940516
"105",2011-09-15,0.079,6.256021487
"106",2011-09-21,0.077,6.57159531
"107",2011-09-29,0.07,6.654851947
"108",2011-10-05,0.065,6.748401943
"109",2011-10-12,0.062,6.747782789
"110",2011-10-27,0.054,8.404896704
"111",2011-11-02,0.043,22.47423633
"112",2011-11-08,0.5,28.75776019
"113",2011-11-16,0.064,38.32411943
"114",2011-11-30,0.045,42.06015798
"115",2011-12-07,0.058,NA
"116",2011-12-15,0.306,NA
"117",2012-01-04,0.026,36.50459106
"118",2012-01-11,0.088,67.95405257
"119",2012-01-18,0.015,35.22578073
"120",2012-01-25,0.684,539.7966202
"121",2012-02-01,0.042,50.26343579
"122",2012-02-08,0.05,58.55747991
"123",2012-02-15,0.031,49.1529257
"124",2012-02-29,0.017,37.07003608
"125",2012-03-12,0.032,56.92700523
"126",2012-03-20,0.548,634.8771563
"127",2012-03-28,0.058,55.50835073
"128",2012-04-11,0.038,30.59222016
"129",2012-04-15,0.037,84.62761826
"130",2012-04-25,0.057,22.86095156
"131",2012-05-02,0.07,17.83741703
"132",2012-05-09,0.063,6.858535752
"133",2012-05-17,0.05,6.086328518
"134",2012-05-23,0.048,6.718242011
"135",2012-05-31,0.038,6.758052346
"136",2012-06-06,0.063,6.001905328
