"","folds.5","folds.6","folds.7","folds.8","folds.9","folds.10","folds.11","folds.12","folds.13","folds.14","folds.15","folds.16","folds.17","folds.18","folds.19","folds.20","folds.21","folds.22","folds.23","folds.24","folds.25","folds.26","folds.27","folds.28","folds.29","folds.30"
"1",0.6,0.25,0.3,0.4,0.35,0.25,0.5,0.6,0.25,0.5,0.2,0.2,0.2,0.25,0.3,0.45,0.3,0.6,0.25,0.75,0.5,0.25,0.5,0.6,0.3,0.3
"2",0.4,0.35,0.2,0.25,0.45,0.25,0.4,0.5,0.75,0.3,0.4,0.2,0.25,0.7,0.55,0.2,0.3,0.3,0.2,0.25,0.8,0.3,0.25,0.55,0.55,0.25
"3",0.25,0.6,0.3,0.3,0.4,0.25,0.65,0.55,0.45,0.7,0.3,0.3,0.4,0.6,0.2,0.2,0.4,0.25,0.25,0.5,0.4,0.3,0.25,0.3,0.2,0.3
"4",0.3,0.4,0.2,0.55,0.7,0.4,0.3,0.2,0.25,0.2,0.3,0.25,0.35,0.45,0.25,0.2,0.25,0.45,0.2,0.5,0.35,0.45,0.3,0.55,0.25,0.3
"5",0.55,0.75,0.65,0.85,0.6,0.25,0.45,0.3,0.2,0.75,0.2,0.45,0.3,0.35,0.3,0.2,0.75,0.5,0.25,0.25,0.5,0.55,0.35,0.25,0.3,0.25
"6",0.3,0.35,0.35,0.3,0.2,0.5,0.25,0.25,0.25,0.25,0.2,0.35,0.25,0.3,0.25,0.25,0.25,0.2,0.35,0.2,0.3,0.3,0.6,0.2,0.3,0.45
"7",0.2,0.65,0.5,0.6,0.35,0.65,0.3,0.25,0.6,0.4,0.25,0.2,0.3,0.45,0.3,0.45,0.5,0.35,0.25,0.2,0.2,0.2,0.25,0.2,0.3,0.25
"8",0.55,0.3,0.7,0.55,0.45,0.45,0.25,0.3,0.3,0.4,0.7,0.3,0.3,0.25,0.4,0.5,0.2,0.4,0.7,0.25,0.3,0.25,0.4,0.3,0.6,0.3
"9",0.3,0.7,0.6,0.25,0.8,0.25,0.3,0.25,0.25,0.2,0.5,0.25,0.25,0.7,0.2,0.25,0.55,0.3,0.3,0.25,0.35,0.35,0.3,0.45,0.25,0.25
"10",0.3,0.55,0.35,0.45,0.6,0.35,0.5,0.5,0.4,0.25,0.45,0.35,0.4,0.25,0.3,0.35,0.25,0.3,0.25,0.35,0.25,0.5,0.3,0.2,0.3,0.35
"11",0.2,0.2,0.3,0.3,0.75,0.8,0.35,0.4,0.2,0.35,0.4,0.75,0.6,0.25,0.5,0.3,0.3,0.3,0.25,0.35,0.3,0.3,0.45,0.3,0.3,0.3
"12",0.7,0.55,0.4,0.35,0.85,0.2,0.2,0.3,0.35,0.5,0.3,0.3,0.55,0.25,0.3,0.25,0.25,0.3,0.55,0.25,0.25,0.3,0.25,0.2,0.2,0.4
"13",0.85,0.85,0.7,0.2,0.85,0.25,0.7,0.75,0.3,0.5,0.45,0.35,0.75,0.5,0.3,0.3,0.35,0.25,0.3,0.3,0.25,0.3,0.3,0.3,0.45,0.3
"14",0.45,0.8,0.85,0.2,0.35,0.35,0.3,0.85,0.3,0.6,0.2,0.2,0.3,0.5,0.65,0.55,0.3,0.2,0.45,0.3,0.2,0.3,0.25,0.25,0.3,0.35
"15",0.5,0.25,0.35,0.3,0.2,0.35,0.5,0.2,0.3,0.3,0.85,0.25,0.3,0.4,0.55,0.3,0.2,0.3,0.25,0.5,0.3,0.5,0.45,0.6,0.2,0.25
"16",0.5,0.7,0.5,0.55,0.25,0.65,0.55,0.3,0.25,0.35,0.2,0.3,0.25,0.6,0.35,0.25,0.75,0.25,0.2,0.3,0.2,0.25,0.2,0.3,0.6,0.3
"17",0.5,0.35,0.35,0.7,0.25,0.5,0.35,0.6,0.4,0.3,0.55,0.35,0.45,0.4,0.25,0.55,0.3,0.3,0.3,0.3,0.3,0.4,0.55,0.3,0.25,0.2
"18",0.55,0.4,0.5,0.4,0.25,0.75,0.2,0.35,0.25,0.4,0.25,0.2,0.25,0.3,0.25,0.25,0.25,0.75,0.4,0.2,0.25,0.6,0.3,0.35,0.25,0.5
"19",0.4,0.3,0.35,0.3,0.45,0.55,0.3,0.55,0.4,0.2,0.35,0.35,0.75,0.2,0.2,0.25,0.3,0.9,0.25,0.55,0.3,0.65,0.6,0.25,0.75,0.3
"20",0.3,0.4,0.8,0.5,0.3,0.3,0.55,0.3,0.35,0.25,0.25,0.2,0.3,0.3,0.25,0.25,0.2,0.25,0.4,0.25,0.35,0.6,0.25,0.65,0.2,0.25
"21",0.2,0.8,0.5,0.85,0.35,0.25,0.55,0.3,0.2,0.45,0.35,0.25,0.25,0.2,0.55,0.3,0.45,0.6,0.3,0.35,0.45,0.3,0.6,0.4,0.35,0.3
"22",0.5,0.5,0.75,0.8,0.75,0.3,0.3,0.2,0.25,0.6,0.3,0.45,0.25,0.25,0.6,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.2,0.3,0.2,0.25
"23",0.6,0.35,0.55,0.4,0.5,0.3,0.4,0.3,0.25,0.3,0.25,0.25,0.2,0.3,0.4,0.3,0.85,0.2,0.2,0.2,0.25,0.3,0.3,0.6,0.3,0.3
"24",0.2,0.4,0.25,0.5,0.55,0.8,0.2,0.3,0.65,0.3,0.45,0.2,0.3,0.3,0.25,0.3,0.2,0.25,0.3,0.35,0.3,0.55,0.3,0.25,0.3,0.25
"25",0.45,0.45,0.35,0.5,0.6,0.2,0.25,0.35,0.35,0.25,0.25,0.3,0.3,0.25,0.35,0.3,0.3,0.3,0.55,0.3,0.6,0.5,0.3,0.3,0.25,0.45
"26",0.45,0.65,0.3,0.7,0.3,0.7,0.3,0.35,0.4,0.2,0.2,0.3,0.3,0.65,0.3,0.35,0.5,0.55,0.5,0.3,0.4,0.3,0.35,0.25,0.45,0.45
"27",0.65,0.5,0.6,0.8,0.55,0.7,0.2,0.8,0.25,0.25,0.2,0.35,0.3,0.3,0.5,0.4,0.3,0.2,0.55,0.25,0.35,0.4,0.2,0.25,0.3,0.3
"28",0.35,0.3,0.2,0.3,0.25,0.25,0.2,0.7,0.5,0.3,0.5,0.3,0.3,0.3,0.2,0.25,0.3,0.4,0.3,0.3,0.25,0.4,0.3,0.25,0.35,0.45
"29",0.6,0.9,0.6,0.4,0.45,0.35,0.5,0.2,0.2,0.3,0.45,0.45,0.35,0.75,0.75,0.2,0.3,0.3,0.3,0.45,0.3,0.3,0.3,0.25,0.4,0.5
"30",0.2,0.4,0.6,0.25,0.3,0.25,0.2,0.55,0.3,0.2,0.3,0.25,0.4,0.25,0.75,0.3,0.35,0.3,0.3,0.25,0.55,0.35,0.25,0.2,0.25,0.25
"31",0.4,0.3,0.5,0.55,0.7,0.75,0.7,0.35,0.35,0.2,0.4,0.5,0.75,0.3,0.3,0.2,0.65,0.3,0.5,0.25,0.3,0.35,0.3,0.2,0.2,0.7
"32",0.45,0.3,0.85,0.2,0.25,0.25,0.2,0.25,0.2,0.3,0.3,0.3,0.3,0.45,0.5,0.35,0.25,0.75,0.25,0.2,0.25,0.3,0.35,0.6,0.2,0.4
"33",0.3,0.3,0.3,0.65,0.2,0.45,0.55,0.2,0.3,0.6,0.35,0.5,0.25,0.2,0.3,0.7,0.55,0.35,0.25,0.3,0.4,0.55,0.25,0.2,0.3,0.2
"34",0.6,0.3,0.3,0.3,0.3,0.75,0.25,0.65,0.5,0.3,0.2,0.3,0.4,0.3,0.2,0.45,0.25,0.25,0.2,0.3,0.65,0.5,0.3,0.25,0.4,0.25
"35",0.65,0.25,0.25,0.25,0.65,0.4,0.75,0.65,0.5,0.3,0.6,0.8,0.3,0.45,0.25,0.3,0.25,0.6,0.25,0.3,0.4,0.25,0.35,0.3,0.3,0.2
"36",0.35,0.2,0.3,0.55,0.3,0.25,0.2,0.3,0.5,0.25,0.5,0.2,0.3,0.45,0.35,0.25,0.35,0.2,0.3,0.4,0.25,0.2,0.2,0.25,0.25,0.55
"37",0.3,0.25,0.35,0.6,0.55,0.2,0.65,0.35,0.8,0.5,0.3,0.2,0.8,0.5,0.35,0.25,0.3,0.3,0.35,0.3,0.3,0.25,0.35,0.25,0.5,0.3
"38",0.7,0.3,0.6,0.4,0.2,0.3,0.2,0.3,0.3,0.2,0.75,0.65,0.2,0.55,0.55,0.6,0.3,0.65,0.35,0.3,0.35,0.45,0.45,0.25,0.3,0.2
"39",0.45,0.2,0.2,0.4,0.2,0.3,0.4,0.5,0.25,0.5,0.25,0.35,0.3,0.55,0.4,0.7,0.5,0.5,0.25,0.55,0.3,0.4,0.3,0.3,0.65,0.25
"40",0.65,0.5,0.35,0.6,0.45,0.8,0.25,0.55,0.4,0.75,0.6,0.3,0.25,0.25,0.7,0.35,0.3,0.55,0.55,0.7,0.3,0.3,0.85,0.3,0.3,0.35
