"","NO3test5to30stats.X.5.30.","NO3test5to30stats.NO3test5to30modes","NO3test5to30stats.NO3test5to30stdevs","TNtest5to30stats.X.5.30.","TNtest5to30stats.TNtest5to30modes","TNtest5to30stats.TNtest5to30stdevs","SRPtest5to30stats.X.5.30.","SRPtest5to30stats.SRPtest5to30modes","SRPtest5to30stats.SRPtest5to30stdevs","TPtest5to30stats.X.5.30.","TPtest5to30stats.TPtest5to30modes","TPtest5to30stats.TPtest5to30stdevs","TSStest5to30stats.X.5.30.","TSStest5to30stats.TSStest5to30modes","TSStest5to30stats.TSStest5to30stdevs","Cltest5to30stats.X.5.30.","Cltest5to30stats.Cltest5to30modes","Cltest5to30stats.Cltest5to30stdevs","SO4test5to30stats.X.5.30.","SO4test5to30stats.SO4test5to30modes","SO4test5to30stats.SO4test5to30stdevs"
"1",5,0.6,0.154576445653988,5,0.5,0.129713184388024,5,0.6,0.122474487139159,5,0.5,0.0932683204085757,5,0.55,0.11383841036078,5,0.25,0.196645334943654,5,0.45,0.160216690001704
"2",6,0.5,0.173878329499072,6,0.45,0.154193093892306,6,0.75,0.0971060854773515,6,0.4,0.0863133825081604,6,0.4,0.0990567761334841,6,0.4,0.19788679509626,6,0.45,0.158310596290833
"3",7,0.6,0.155982730598288,7,0.65,0.123072900248228,7,0.65,0.0999438617935293,7,0.45,0.0846601850858803,7,0.5,0.101599453638255,7,0.25,0.188822884292802,7,0.4,0.171202231532281
"4",8,0.6,0.134091805286147,8,0.65,0.144504784187449,8,0.65,0.1,8,0.5,0.0878368153022921,8,0.45,0.101096034359738,8,0.25,0.186265665003467,8,0.4,0.142413597149504
"5",9,0.55,0.165677335782046,9,0.5,0.124232336649472,9,0.7,0.0662093155786084,9,0.45,0.0885771887527875,9,0.45,0.0929998902786274,9,0.3,0.168513912706074,9,0.4,0.142513873295313
"6",10,0.5,0.128527770365404,10,0.55,0.104593479330058,10,0.65,0.0915624020512118,10,0.5,0.0726748419541537,10,0.45,0.104119240904506,10,0.3,0.132899378847153,10,0.4,0.138961160334939
"7",11,0.55,0.146123375324848,11,0.45,0.115656952286687,11,0.65,0.0701674382299589,11,0.5,0.0822886904223695,11,0.45,0.0803309481114831,11,0.3,0.132803368533624,11,0.35,0.162078338327804
"8",12,0.55,0.126571751047638,12,0.5,0.113587150753624,12,0.7,0.0619743198956681,12,0.45,0.0795972002379122,12,0.5,0.0977762961132843,12,0.3,0.178888290304769,12,0.5,0.147513403057596
"9",13,0.6,0.137250701644985,13,0.55,0.11579802966143,13,0.65,0.0872540274492957,13,0.45,0.0818223561087291,13,0.45,0.08315218406203,13,0.3,0.177465144608795,13,0.35,0.137116813003232
"10",14,0.5,0.160814254622518,14,0.6,0.110513643076873,14,0.7,0.0667694785460102,14,0.4,0.0867144033889529,14,0.4,0.0744023809142845,14,0.25,0.215482372971026,14,0.45,0.126507239447603
"11",15,0.55,0.12303973142934,15,0.45,0.10546302185881,15,0.65,0.0582482372510717,15,0.55,0.0787400787401181,15,0.5,0.0804895734152656,15,0.3,0.142155419401816,15,0.4,0.151131784633579
"12",16,0.6,0.113945923443482,16,0.6,0.126172056157859,16,0.7,0.060953311004809,16,0.4,0.085690472882679,16,0.4,0.0756198872449488,16,0.3,0.176704526812185,16,0.4,0.163457539890146
"13",17,0.5,0.152733594930546,17,0.55,0.0948091530929587,17,0.7,0.0747854072854935,17,0.5,0.0790504876128967,17,0.45,0.0787918984750724,17,0.3,0.172839432386696,17,0.45,0.166724139750398
"14",18,0.5,0.105177207121882,18,0.55,0.0942207568448066,18,0.6,0.0807869458034211,18,0.45,0.0828386678910229,18,0.45,0.0692525693916618,18,0.25,0.165812778611965,18,0.4,0.135992196654883
"15",19,0.6,0.122994109698018,19,0.55,0.113878739661707,19,0.65,0.0545482374058193,19,0.5,0.0822204602372953,19,0.45,0.0793853942254275,19,0.3,0.140973293171987,19,0.4,0.133630620956212
"16",20,0.6,0.137766439442757,20,0.6,0.105854154575134,20,0.65,0.0528378343111626,20,0.45,0.0805339325111737,20,0.4,0.0742032509326889,20,0.3,0.152194826804732,20,0.45,0.136654636935299
"17",21,0.55,0.0935087030763469,21,0.5,0.0953457724628135,21,0.7,0.0646813224152672,21,0.55,0.0802038219863897,21,0.45,0.0715997947779524,21,0.3,0.163273277866607,21,0.5,0.165480130134671
"18",22,0.5,0.119731843240277,22,0.5,0.104788416558787,22,0.7,0.0622781777878209,22,0.45,0.0748876709833209,22,0.45,0.0660550172668394,22,0.3,0.181437007677877,22,0.4,0.145980149615051
"19",23,0.55,0.122541121794328,23,0.6,0.0995346314462602,23,0.7,0.0529150262212918,23,0.5,0.0701965171529768,23,0.4,0.0705372965464486,23,0.25,0.135243544491154,23,0.55,0.138047610834606
"20",24,0.6,0.135616506129209,24,0.5,0.097567349841543,24,0.65,0.0538421729858364,24,0.5,0.0736511357408585,24,0.4,0.0745120179321868,24,0.3,0.154800727731243,24,0.35,0.140422104196379
"21",25,0.55,0.125864358476472,25,0.5,0.0811964108988639,25,0.65,0.0569729617217407,25,0.45,0.0699051835980534,25,0.45,0.0849309443378705,25,0.2,0.174484663965587,25,0.35,0.148887027436159
"22",26,0.55,0.125827870764885,26,0.55,0.11614997342458,26,0.7,0.0597614304667197,26,0.5,0.0582482372510717,26,0.45,0.0796932896056077,26,0.3,0.124215908146802,26,0.35,0.138667124541369
"23",27,0.55,0.0976300806773262,27,0.55,0.104490991702341,27,0.65,0.0493219328618059,27,0.45,0.0755186150858833,27,0.45,0.0689646463702932,27,0.3,0.107854777646725,27,0.4,0.131711651662537
"24",28,0.55,0.0929175627606953,28,0.55,0.0874817765279707,28,0.65,0.0622699849077239,28,0.45,0.0758354825142114,28,0.45,0.0685118789044674,28,0.25,0.132480264221367,28,0.35,0.137484693025538
"25",29,0.55,0.108627804912002,29,0.45,0.11259916264596,29,0.7,0.0503457433905888,29,0.45,0.0687275009567139,29,0.4,0.0684820846526108,29,0.3,0.137558892768123,29,0.35,0.112798357203264
"26",30,0.55,0.106909269180622,30,0.55,0.112888783991238,30,0.7,0.0562519840919919,30,0.45,0.0589015089373952,30,0.4,0.0791278995664356,30,0.3,0.164220483944418,30,0.4,0.136740481144661
