"","Date","concentrations.TP","Flow"
"1",2009-07-07,0.122,33
"2",2009-07-14,0.104,22
"3",2009-07-21,0.112,38
"4",2009-07-28,0.122,32
"5",2009-08-04,0.15,24
"6",2009-08-11,0.14,52
"7",2009-08-18,0.104,23
"8",2009-08-20,0.132,67
"9",2009-08-25,0.134,24
"10",2009-09-01,0.102,20
"11",2009-09-05,0.29,153
"12",2009-09-08,0.14,36
"13",2009-09-10,0.262,273
"14",2009-09-15,0.114,66
"15",2009-09-22,1.018,2730
"16",2009-09-29,0.1,86
"17",2009-10-06,0.071,62
"18",2009-10-09,0.622,9880
"19",2009-10-13,0.238,1310
"20",2009-10-20,0.094,213
"21",2009-10-27,0.082,604
"22",2009-11-03,0.072,313
"23",2009-11-10,0.054,139
"24",2009-11-17,0.084,183
"25",2009-11-23,0.05,116
"26",2009-12-01,0.03,92
"27",2009-12-08,0.019,69
"28",2009-12-15,0.022,61
"29",2009-12-21,0.018,51
"30",2009-12-29,0.036,117
"31",2010-01-05,0.034,87
"32",2010-01-12,0.04,59
"33",2010-01-19,0.07,64
"34",2010-01-26,0.056,370
"35",2010-02-03,0.254,611
"36",2010-02-10,0.069,426
"37",2010-02-16,0.038,305
"38",2010-02-23,0.08,367
"39",2010-03-02,0.03,211
"40",2010-03-08,0.032,171
"41",2010-03-16,0.044,152
"42",2010-03-22,0.186,892
"43",2010-03-30,0.056,346
"44",2010-04-07,0.066,213
"45",2010-04-13,0.038,113
"46",2010-04-20,0.046,78
"47",2010-04-27,0.068,94
"48",2010-05-04,0.064,60
"49",2010-05-11,0.094,96
"50",2010-05-14,0.224,1240
"51",2010-05-14,0.873,1240
"52",2010-05-18,0.114,319
"53",2010-05-25,0.084,873
"54",2010-06-01,0.074,107
"55",2010-06-08,0.296,105
"56",2010-06-15,0.094,52
"57",2010-06-23,0.09,27
"58",2010-08-04,0.082,45
"59",2010-08-09,0.092,35
"60",2010-08-18,0.074,28
"61",2010-08-25,0.07,21
"62",2010-09-02,0.082,58
"63",2010-09-08,0.082,27
"64",2010-09-15,0.136,152
"65",2010-09-23,0.068,27
"66",2010-09-30,0.098,24
"67",2010-10-07,0.056,20
"68",2010-10-13,0.066,16
"69",2010-10-21,0.086,21
"70",2010-10-28,0.068,24
"71",2010-11-03,0.024,35
"72",2010-11-11,0.144,21
"73",2010-11-16,0.072,21
"74",2010-11-29,0.148,41
"75",2010-12-09,0.046,25
"76",2010-12-16,0.032,33
"77",2011-01-06,0.054,47
"78",2011-01-12,0.032,35
"79",2011-01-21,0.04,33
"80",2011-01-26,0.078,33
"81",2011-02-06,0.08,53
"82",2011-02-12,0.054,81
"83",2011-02-14,0.55,389
"84",2011-02-25,0.282,298
"85",2011-02-28,1.123,1200
"86",2011-03-05,0.406,355
"87",2011-03-14,0.442,351
"88",2011-03-31,0.052,64
"89",2011-04-07,0.082,55
"90",2011-04-11,0.524,310
"91",2011-04-20,0.076,82
"92",2011-04-23,0.998,2970
"93",2011-04-25,0.728,20000
"94",2011-04-26,0.402,12300
"95",2011-05-11,0.07,62
"96",2011-05-18,0.054,45
"97",2011-05-24,0.768,6680
"98",2011-06-09,0.056,66
"99",2011-06-15,0.055,54
"100",2011-07-14,0.059,27
"101",2011-07-20,0.062,24
"102",2011-07-28,0.038,21
"103",2011-08-04,0.076,21
"104",2011-08-10,0.06,25
"105",2011-08-17,0.078,26
"106",2011-08-31,0.038,18
"107",2011-09-07,0.032,18
"108",2011-09-15,0.032,17
"109",2011-09-21,0.074,22
"110",2011-09-29,0.05,26
"111",2011-10-05,0.052,23
"112",2011-10-13,0.05,34
"113",2011-10-28,0.054,33
"114",2011-11-02,0.04,27
"115",2011-11-08,0.475,1700
"116",2011-11-16,0.058,112
"117",2011-11-30,0.052,140
"118",2011-12-07,0.044,196
"119",2012-01-04,0.022,99
"120",2012-01-11,0.036,180
"121",2012-01-18,0.022,99
"122",2012-01-25,0.69,893
"123",2012-02-01,0.054,152
"124",2012-02-04,0.332,857
"125",2012-02-15,0.034,111
"126",2012-02-29,0.046,87
"127",2012-03-15,0.04,102
"128",2012-03-20,0.622,2400
"129",2012-03-22,0.168,1610
"130",2012-03-28,0.056,259
"131",2012-04-11,0.052,85
"132",2012-04-15,0.06,109
"133",2012-04-25,0.048,54
"134",2012-05-02,0.056,53
"135",2012-05-09,0.058,40
"136",2012-05-17,0.048,37
"137",2012-05-23,0.057,34
"138",2012-05-31,0.074,36
"139",2012-06-06,0.194,31
"140",2012-06-13,0.078,14
"141",2012-06-20,0.056,13
"142",2012-06-28,0.05,12
"143",2012-07-11,0.056,12
"144",2012-07-18,0.054,10
"145",2012-07-25,0.051,9.5
"146",2012-08-01,0.048,9.1
"147",2012-08-16,0.052,11
"148",2012-08-22,0.08,11
"149",2012-09-06,0.068,12
"150",2012-09-12,0.066,12
"151",2012-09-27,0.066,13
"152",2012-10-03,0.062,13
"153",2012-10-10,0.06,14
"154",2012-10-16,0.08,24
"155",2012-10-25,0.073,22
"156",2012-11-01,0.046,21
"157",2012-11-08,0.038,20
"158",2012-11-15,0.042,22
"159",2012-11-29,0.038,21
"160",2012-12-06,0.066,23
"161",2012-12-13,0.032,20
"162",2013-01-03,0.026,25
"163",2013-01-11,0.02,21
"164",2013-01-14,0.022,22
"165",2013-01-24,0.018,21
"166",2013-01-30,0.625,444
"167",2013-02-07,0.038,36
"168",2013-02-13,0.048,55
"169",2013-02-21,0.038,54
"170",2013-03-01,0.038,63
"171",2013-03-05,0.03,45
