"","Date","concentrations.TP","Flow"
"172",2013-03-10,0.968,1020
"173",2013-03-19,0.056,112
"174",2013-03-26,0.046,118
"175",2013-04-05,0.072,278
"176",2013-04-11,0.36,508
"177",2013-04-18,1.53,2430
"178",2013-04-25,0.046,151
"179",2013-05-03,0.064,201
"180",2013-05-10,1.192,3300
"181",2013-05-21,0.756,1620
"182",2013-05-21,0.408,1620
"183",2013-05-29,0.066,137
"184",2013-06-07,0.07,128
"185",2013-06-26,0.078,59
"186",2013-07-10,0.06,50
"187",2013-07-17,0.252,72
"188",2013-08-01,0.07,53
"189",2013-08-08,0.124,376
"190",2013-08-15,0.068,21
"191",2013-08-21,0.05,17
"192",2013-08-29,0.064,16
"193",2013-09-05,0.052,16
"194",2013-09-12,0.042,18
"195",2013-09-19,0.05,17
"196",2013-09-20,0.144,148
"197",2013-10-03,0.058,29
"198",2013-10-05,0.152,173
"199",2013-10-21,0.05,37
"200",2013-10-31,0.072,49
"201",2013-11-07,0.046,46
"202",2013-11-14,0.034,36
"203",2013-11-21,0.07,91
"204",2013-12-03,0.032,39
"205",2013-12-13,0.026,45
"206",2013-12-20,0.052,110
"207",2013-12-21,0.826,1260
"208",2014-01-08,0.038,95
"209",2014-01-10,0.588,322
"210",2014-01-23,0.034,88
"211",2014-01-29,0.044,72
"212",2014-02-07,0.026,74
"213",2014-02-13,0.03,79
"214",2014-02-20,0.034,75
"215",2014-02-26,0.036,65
"216",2014-03-06,0.034,94
"217",2014-03-13,0.044,115
"218",2014-03-16,0.73,2310
"219",2014-03-28,0.058,166
"220",2014-04-03,0.058,165
"221",2014-04-04,0.27,347
"222",2014-04-08,0.12,316
"223",2014-04-15,0.048,117
"224",2014-04-24,0.046,65
"225",2014-04-29,0.052,59
"226",2014-05-09,0.472,98
"227",2014-05-13,0.184,247
"228",2014-05-15,0.128,188
"229",2014-05-21,0.074,60
"230",2014-05-29,0.068,44
"231",2014-06-03,0.092,56
"232",2014-06-16,0.072,43
"233",2014-07-02,0.094,24
"234",2014-07-07,0.076,17
"235",2014-07-22,0.062,13
"236",2014-07-31,0.08,26
"237",2014-08-06,0.064,15
"238",2014-08-13,0.074,19
"239",2014-08-21,0.048,14
"240",2014-08-28,0.054,13
"241",2014-09-02,0.096,149
"242",2014-09-11,0.068,16
"243",2014-09-18,0.068,28
"244",2014-09-24,0.064,12
"245",2014-10-01,0.06,11
"246",2014-10-09,0.058,14
"247",2014-10-10,0.834,428
"248",2014-10-13,0.936,966
"249",2014-10-23,0.076,51
"250",2014-10-29,0.064,41
"251",2014-11-06,0.066,100
"252",2014-11-13,0.042,38
"253",2014-11-19,0.039,27
"254",2014-12-02,0.04,34
"255",2014-12-11,0.046,75
"256",2014-12-17,0.078,167
"257",2015-01-04,0.164,NA
"258",2015-01-08,0.046,117
"259",2015-01-15,0.044,72
"260",2015-01-21,0.032,55
"261",2015-01-29,0.034,44
"262",2015-02-04,0.026,52
"263",2015-02-11,0.036,41
"264",2015-02-18,0.042,43
"265",2015-02-25,0.046,81
"266",2015-03-05,0.178,350
"267",2015-03-11,0.166,372
"268",2015-03-14,0.662,1990
"269",2015-03-19,0.154,411
"270",2015-03-26,0.762,1190
"271",2015-04-01,0.074,185
"272",2015-04-14,0.086,197
"273",2015-04-22,0.056,124
"274",2015-04-29,0.042,73
"275",2015-05-08,0.65,844
"276",2015-05-11,0.64,2590
"277",2015-05-17,0.759,1380
"278",2015-05-24,0.704,2260
"279",2015-06-01,0.104,414
"280",2015-06-19,0.514,5120
