"","Date","concentrations.SRP","Flow"
"1",2009-07-07,0.094,33
"2",2009-07-14,0.072,22
"3",2009-07-21,0.063,38
"4",2009-07-28,0.075,32
"5",2009-08-04,0.0625,24
"6",2009-08-11,0.083,52
"7",2009-08-18,0.061,23
"8",2009-08-20,0.07,67
"9",2009-08-25,0.065,24
"10",2009-09-01,0.071,20
"11",2009-09-05,0.274,153
"12",2009-09-08,0.112,36
"13",2009-09-10,0.144,273
"14",2009-09-15,0.08,66
"15",2009-09-22,0.345,2730
"16",2009-09-29,0.066,86
"17",2009-10-06,0.05,62
"18",2009-10-09,0.384,9880
"19",2009-10-13,0.138,1310
"20",2009-10-20,0.054,213
"21",2009-10-27,0.059,604
"22",2009-11-03,0.049,313
"23",2009-11-10,0.036,139
"24",2009-11-17,0.043,183
"25",2009-11-23,0.025,116
"26",2009-12-01,0.016,92
"27",2009-12-08,0.007,69
"28",2009-12-15,0.006,61
"29",2009-12-21,0.003,51
"30",2009-12-29,0.014,117
"31",2010-01-05,0.018,87
"32",2010-01-12,0.025,59
"33",2010-01-19,0.034,64
"34",2010-01-26,0.032,370
"35",2010-02-03,0.156,611
"36",2010-02-10,0.0385,426
"37",2010-02-16,0.02,305
"38",2010-02-23,0.035,367
"39",2010-03-02,0.006,211
"40",2010-03-08,0.005,171
"41",2010-03-16,0.016,152
"42",2010-03-22,0.094,892
"43",2010-03-30,0.032,346
"44",2010-04-07,0.029,213
"45",2010-04-13,0.008,113
"46",2010-04-20,0.02,78
"47",2010-04-27,0.035,94
"48",2010-05-04,0.0265,60
"49",2010-05-11,0.044,96
"50",2010-05-14,0.057,1240
"51",2010-05-14,0.119,1240
"52",2010-05-18,0.048,319
"53",2010-05-25,0.04,873
"54",2010-06-01,0.042,107
"55",2010-06-08,0.172,105
"56",2010-06-15,0.053,52
"57",2010-06-23,0.0495,27
"58",2010-08-04,0.053,45
"59",2010-08-09,0.0555,35
"60",2010-08-18,0.046,28
"61",2010-08-25,0.039,21
"62",2010-09-02,0.044,58
"63",2010-09-08,0.043,27
"64",2010-09-15,0.087,152
"65",2010-09-23,0.052,27
"66",2010-09-30,0.048,24
"67",2010-10-07,0.031,20
"68",2010-10-13,0.047,16
"69",2010-10-21,0.04,21
"70",2010-10-28,0.052,24
"71",2010-11-03,0.06,35
"72",2010-11-11,0.104,21
"73",2010-11-16,0.051,21
"74",2010-11-29,0.101,41
"75",2010-12-09,0.029,25
"76",2010-12-16,0.02,33
"77",2011-01-06,0.024,47
"78",2011-01-12,0.031,35
"79",2011-01-21,0.023,33
"80",2011-01-26,0.039,33
"81",2011-02-06,0.044,53
"82",2011-02-12,0.024,81
"83",2011-02-14,0.293,389
"84",2011-02-25,0.072,298
"85",2011-02-28,0.417,1200
"86",2011-03-05,0.209,355
"87",2011-03-14,0.246,351
"88",2011-03-31,0.027,64
"89",2011-04-07,0.04,55
"90",2011-04-11,0.283,310
"91",2011-04-20,0.038,82
"92",2011-04-23,0.366,2970
"93",2011-04-25,0.377,20000
"94",2011-04-26,0.134,12300
"95",2011-05-11,0.044,62
"96",2011-05-18,0.035,45
"97",2011-05-24,0.167,6680
"98",2011-06-09,0.0355,66
"99",2011-06-15,0.036,54
"100",2011-07-14,0.027,27
"101",2011-07-20,0.024,24
"102",2011-07-28,0.028,21
"103",2011-08-04,0.024,21
"104",2011-08-10,0.024,25
"105",2011-08-17,0.038,26
"106",2011-08-31,0.03,18
"107",2011-09-07,0.028,18
"108",2011-09-15,0.027,17
"109",2011-09-21,0.048,22
"110",2011-09-29,0.032,26
"111",2011-10-05,0.016,23
"112",2011-10-13,0.031,34
"113",2011-10-28,0.035,33
"114",2011-11-02,0.027,27
"115",2011-11-08,0.092,1700
"116",2011-11-16,0.049,112
"117",2011-11-30,0.024,140
"118",2011-12-07,0.03,196
"119",2012-01-04,0.012,99
"120",2012-01-11,0.019,180
"121",2012-01-18,0.004,99
"122",2012-01-25,0.265,893
"123",2012-02-01,0.023,152
"124",2012-02-04,0.136,857
"125",2012-02-15,0.022,111
"126",2012-02-29,0.014,87
"127",2012-03-15,0.019,102
"128",2012-03-20,0.202,2400
"129",2012-03-22,0.085,1610
"130",2012-03-28,0.028,259
"131",2012-04-11,0.019,85
"132",2012-04-15,0.026,109
"133",2012-04-25,0.032,54
"134",2012-05-02,0.036,53
"135",2012-05-09,0.035,40
"136",2012-05-17,0.036,37
"137",2012-05-23,0.03,34
"138",2012-05-31,0.033,36
"139",2012-06-06,0.096,31
"140",2012-06-13,0.043,14
"141",2012-06-20,0.028,13
"142",2012-06-28,0.028,12
"143",2012-07-11,0.041,12
"144",2012-07-18,0.022,10
"145",2012-07-25,0.019,9.5
"146",2012-08-01,0.014,9.1
"147",2012-08-16,0.025,11
"148",2012-08-22,0.032,11
"149",2012-09-06,0.037,12
"150",2012-09-12,0.04,12
"151",2012-09-27,0.04,13
"152",2012-10-03,0.036,13
"153",2012-10-10,0.036,14
"154",2012-10-16,0.055,24
"155",2012-10-25,0.022,22
"156",2012-11-01,0.028,21
"157",2012-11-08,0.017,20
"158",2012-11-15,0.019,22
"159",2012-11-29,0.002,21
"160",2012-12-06,0.022,23
"161",2012-12-13,0.0135,20
"162",2013-01-03,0.008,25
"163",2013-01-11,0.01,21
"164",2013-01-14,0.005,22
"165",2013-01-24,0.005,21
"166",2013-01-30,0.176,444
"167",2013-02-07,0.02,36
"168",2013-02-13,0.02,55
"169",2013-02-21,0.013,54
"170",2013-03-01,0.016,63
"171",2013-03-05,0.012,45
"172",2013-03-10,0.15,1020
"173",2013-03-19,0.027,112
"174",2013-03-26,0.018,118
"175",2013-04-05,0.029,278
"176",2013-04-11,0.126,508
"177",2013-04-18,0.149,2430
"178",2013-04-25,0.029,151
"179",2013-05-03,0.029,201
"180",2013-05-10,0.236,3300
"181",2013-05-21,0.286,1620
"182",2013-05-21,0.197,1620
"183",2013-05-29,0.035,137
"184",2013-06-07,0.042,128
"185",2013-06-26,0.038,59
"186",2013-07-10,0.027,50
"187",2013-07-17,0.125,72
"188",2013-08-01,0.037,53
"189",2013-08-08,0.034,376
"190",2013-08-15,0.007,21
"191",2013-08-21,0.027,17
"192",2013-08-29,0.026,16
"193",2013-09-05,0.029,16
"194",2013-09-12,0.0155,18
"195",2013-09-19,0.046,17
"196",2013-09-20,0.053,148
"197",2013-10-03,0.036,29
"198",2013-10-05,0.06,173
"199",2013-10-21,0.031,37
"200",2013-10-31,0.028,49
"201",2013-11-07,0.036,46
"202",2013-11-14,0.02,36
"203",2013-11-21,0.027,91
"204",2013-12-03,0.012,39
"205",2013-12-13,0.011,45
"206",2013-12-20,0.023,110
"207",2013-12-21,0.263,1260
"208",2014-01-08,0.018,95
"209",2014-01-10,0.287,322
"210",2014-01-23,0.012,88
"211",2014-01-29,0.006,72
"212",2014-02-07,0.011,74
"213",2014-02-13,0.008,79
"214",2014-02-20,0.007,75
"215",2014-02-26,0.0085,65
"216",2014-03-06,0.008,94
"217",2014-03-13,0.018,115
"218",2014-03-16,0.249,2310
"219",2014-03-28,0.02,166
"220",2014-04-03,0.019,165
"221",2014-04-04,0.054,347
"222",2014-04-08,0.047,316
"223",2014-04-15,0.02,117
"224",2014-04-24,0.01,65
"225",2014-04-29,0.022,59
"226",2014-05-09,0.285,98
"227",2014-05-13,0.138,247
"228",2014-05-15,0.06,188
"229",2014-05-21,0.025,60
"230",2014-05-29,0.034,44
"231",2014-06-03,0.0435,56
"232",2014-06-16,0.037,43
"233",2014-07-02,0.056,24
"234",2014-07-07,0.04,17
"235",2014-07-22,0.024,13
"236",2014-07-31,0.034,26
"237",2014-08-06,0.029,15
"238",2014-08-13,0.041,19
"239",2014-08-21,0.036,14
"240",2014-08-28,0.026,13
"241",2014-09-02,0.0435,149
"242",2014-09-11,0.039,16
"243",2014-09-18,0.033,28
"244",2014-09-24,0.029,12
"245",2014-10-01,0.027,11
"246",2014-10-09,0.023,14
"247",2014-10-10,0.506,428
"248",2014-10-13,0.36,966
"249",2014-10-23,0.036,51
"250",2014-10-29,0.028,41
"251",2014-11-06,0.04,100
"252",2014-11-13,0.023,38
"253",2014-11-19,0.016,27
"254",2014-12-02,0.026,34
"255",2014-12-11,0.021,75
"256",2014-12-17,0.034,167
"257",2015-01-04,0.077,NA
"258",2015-01-08,0.0195,117
"259",2015-01-15,0.015,72
"260",2015-01-21,0.009,55
"261",2015-01-29,0.007,44
"262",2015-02-04,0.008,52
"263",2015-02-11,0.01,41
"264",2015-02-18,0.01,43
"265",2015-02-25,0.016,81
"266",2015-03-05,0.066,350
"267",2015-03-11,0.068,372
"268",2015-03-14,0.21,1990
"269",2015-03-19,0.068,411
"270",2015-03-26,0.256,1190
"271",2015-04-01,0.0235,185
"272",2015-04-14,0.031,197
"273",2015-04-22,0.022,124
"274",2015-04-29,0.016,73
"275",2015-05-08,0.157,844
"276",2015-05-11,0.131,2590
"277",2015-05-17,0.1105,1380
"278",2015-05-24,0.2,2260
"279",2015-06-01,0.05,414
"280",2015-06-19,0.262,5120
