"","Date","concentrations.SRP","Flow"
"1",2009-07-07,0.092,140
"2",2009-07-14,0.094,120
"3",2009-07-21,0.101,263
"4",2009-07-28,0.104,124
"5",2009-08-04,0.087,91
"6",2009-08-11,0.113,222
"7",2009-08-18,0.106,83
"8",2009-08-25,0.101,86
"9",2009-09-01,0.104,79
"10",2009-09-08,0.086,79
"11",2009-09-10,0.167,292
"12",2009-09-15,0.1035,103
"13",2009-09-22,0.127,499
"14",2009-09-29,0.112,115
"15",2009-10-06,0.108,124
"16",2009-10-13,0.139,598
"17",2009-10-20,0.072,211
"18",2009-10-27,0.063,371
"19",2009-11-03,0.057,290
"20",2009-11-10,0.053,191
"21",2009-11-17,0.048,175
"22",2009-11-23,0.047,135
"23",2009-12-01,0.053,119
"24",2009-12-08,0.051,110
"25",2009-12-15,0.049,96
"26",2009-12-21,0.042,81
"27",2009-12-29,0.043,91
"28",2010-01-05,0.044,85
"29",2010-01-12,0.041,82
"30",2010-01-19,0.041,87
"31",2010-01-26,0.0435,152
"32",2010-02-03,0.027,192
"33",2010-02-10,0.033,210
"34",2010-02-16,0.03,153
"35",2010-02-23,0.031,182
"36",2010-03-02,0.029,125
"37",2010-03-08,0.028,109
"38",2010-03-16,0.031,91
"39",2010-03-22,0.035,462
"40",2010-03-30,0.046,276
"41",2010-04-07,0.052,215
"42",2010-04-13,0.047,168
"43",2010-04-20,0.0565,137
"44",2010-04-24,0.063,361
"45",2010-04-27,0.057,156
"46",2010-05-04,0.057,120
"47",2010-05-11,0.063,153
"48",2010-05-14,0.139,1020
"49",2010-05-18,0.075,274
"50",2010-05-26,0.062,308
"51",2010-06-01,0.059,178
"52",2010-06-08,0.07,153
"53",2010-06-15,0.086,153
"54",2010-06-23,0.074,139
"55",2010-08-04,0.085,43
"56",2010-08-09,0.08,37
"57",2010-08-18,0.1,34
"58",2010-08-25,0.106,59
"59",2010-09-02,0.158,164
"60",2010-09-08,0.116,70
"61",2010-09-15,0.104,172
"62",2010-09-23,0.1,74
"63",2010-09-30,0.094,73
"64",2010-10-07,0.0845,62
"65",2010-10-13,0.086,62
"66",2010-10-21,0.094,72
"67",2010-10-28,0.095,100
"68",2010-11-03,0.1,91
"69",2010-11-11,0.1,102
"70",2010-11-16,0.084,103
"71",2010-11-29,0.075,96
"72",2010-12-09,0.068,80
"73",2010-12-16,0.062,75
"74",2011-01-06,0.058,92
"75",2011-01-12,0.057,84
"76",2011-01-21,0.055,81
"77",2011-01-26,0.05,80
"78",2011-02-06,0.043,65
"79",2011-02-12,0.046,72
"80",2011-02-15,0.045,142
"81",2011-02-24,0.066,120
"82",2011-02-28,0.072,139
"83",2011-03-08,0.052,100
"84",2011-03-14,0.048,164
"85",2011-03-31,0.049,91
"86",2011-04-07,0.045,83
"87",2011-04-11,0.083,191
"88",2011-04-20,0.055,92
"89",2011-04-23,0.227,3960
"90",2011-04-25,0.492,15800
"91",2011-04-26,0.159,3260
"92",2011-05-11,0.055,228
"93",2011-05-18,0.059,174
"94",2011-05-23,0.251,6670
"95",2011-06-09,0.062,214
"96",2011-06-15,0.0755,200
"97",2011-07-14,0.087,169
"98",2011-07-20,0.089,96
"99",2011-07-28,0.099,92
"100",2011-08-04,0.114,87
"101",2011-08-10,0.115,220
"102",2011-08-17,0.103,130
"103",2011-08-31,0.113,87
"104",2011-09-07,0.102,78
"105",2011-09-15,0.098,77
"106",2011-09-19,0.09,203
"107",2011-09-29,0.111,101
"108",2011-10-05,0.085,83
"109",2011-10-12,0.093,218
"110",2011-10-27,0.096,112
"111",2011-11-02,0.1065,96
"112",2011-11-08,0.215,2150
"113",2011-11-16,0.108,158
"114",2011-11-30,0.08,128
"115",2011-12-07,0.064,134
"116",2012-01-04,0.052,102
"117",2012-01-12,0.051,96
"118",2012-01-18,0.046,89
"119",2012-01-25,0.07,343
"120",2012-02-01,0.061,119
"121",2012-02-08,0.072,137
"122",2012-02-15,0.055,124
"123",2012-02-29,0.092,101
"124",2012-03-15,0.071,95
"125",2012-03-20,0.073,707
"126",2012-03-28,0.073,192
"127",2012-04-11,0.071,146
"128",2012-04-15,0.089,206
"129",2012-04-25,0.103,115
"130",2012-04-30,0.079,164
"131",2012-05-09,0.111,98
"132",2012-05-17,0.086,83
"133",2012-05-23,0.079,75
"134",2012-05-31,0.087,97
"135",2012-06-06,0.052,97
"136",2012-06-13,0.0935,76
"137",2012-06-20,0.109,108
"138",2012-06-28,0.094,55
"139",2012-07-11,0.3,58
"140",2012-07-18,0.211,55
"141",2012-07-25,0.168,53
"142",2012-08-01,0.158,61
"143",2012-08-16,0.078,61
"144",2012-08-22,0.067,53
"145",2012-08-27,0.1315,361
"146",2012-09-06,0.182,78
"147",2012-09-12,0.152,80
"148",2012-09-27,0.14,80
"149",2012-10-03,0.054,62
"150",2012-10-10,0.135,58
"151",2012-10-12,0.164,256
"152",2012-10-16,0.101,115
"153",2012-10-25,0.08,80
"154",2012-11-01,0.092,70
"155",2012-11-08,0.121,71
"156",2012-11-15,0.097,76
"157",2012-11-29,0.088,64
"158",2012-12-06,0.079,93
"159",2012-12-13,0.087,68
"160",2013-01-03,0.038,81
"161",2013-01-11,0.043,72
"162",2013-01-14,0.046,80
"163",2013-01-24,0.057,68
"164",2013-01-30,0.123,504
"165",2013-02-07,0.065,88
"166",2013-02-13,0.071,97
"167",2013-02-21,0.034,108
"168",2013-02-21,0.094,108
"169",2013-02-28,0.046,99
"170",2013-03-07,0.029,80
"171",2013-03-10,0.058,765
"172",2013-03-20,0.046,118
"173",2013-03-28,0.03,104
"174",2013-04-04,0.032,143
"175",2013-04-18,0.2,3230
"176",2013-04-25,0.054,199
"177",2013-04-29,0.054,261
"178",2013-05-09,0.036,414
"179",2013-05-21,0.063,430
"180",2013-05-31,0.072,346
"181",2013-06-07,0.062,172
"182",2013-06-13,0.0665,134
"183",2013-06-26,0.073,99
"184",2013-07-10,0.073,80
"185",2013-07-17,0.069,78
"186",2013-08-01,0.085,158
"187",2013-08-08,0.225,2100
"188",2013-08-15,0.077,283
"189",2013-08-21,0.057,182
"190",2013-08-29,0.054,140
"191",2013-09-05,0.064,123
"192",2013-09-12,0.064,114
"193",2013-09-19,0.078,106
"194",2013-09-20,0.14,367
"195",2013-10-03,0.07,118
"196",2013-10-05,0.124,553
"197",2013-10-21,0.063,120
"198",2013-10-21,0.057,120
"199",2013-10-30,0.069,235
"200",2013-11-07,0.065,198
"201",2013-11-14,0.055,118
"202",2013-11-21,0.092,143
"203",2013-12-03,0.047,88
"204",2013-12-13,0.042,100
"205",2013-12-20,0.044,138
"206",2014-01-08,0.039,112
"207",2014-01-10,0.062,260
"208",2014-01-23,0.022333333,118
"209",2014-01-29,0.028,105
"210",2014-02-06,0.033,95
"211",2014-02-13,0.027,93
