"","NO3test5to30stats.X.5.30.","NO3test5to30stats.NO3test5to30modes","NO3test5to30stats.NO3test5to30stdevs","TNtest5to30stats.X.5.30.","TNtest5to30stats.TNtest5to30modes","TNtest5to30stats.TNtest5to30stdevs","SRPtest5to30stats.X.5.30.","SRPtest5to30stats.SRPtest5to30modes","SRPtest5to30stats.SRPtest5to30stdevs","TPtest5to30stats.X.5.30.","TPtest5to30stats.TPtest5to30modes","TPtest5to30stats.TPtest5to30stdevs","TSStest5to30stats.X.5.30.","TSStest5to30stats.TSStest5to30modes","TSStest5to30stats.TSStest5to30stdevs","Cltest5to30stats.X.5.30.","Cltest5to30stats.Cltest5to30modes","Cltest5to30stats.Cltest5to30stdevs","SO4test5to30stats.X.5.30.","SO4test5to30stats.SO4test5to30modes","SO4test5to30stats.SO4test5to30stdevs"
"13",17,0.9,0.0773871792366415,17,0.7,0.122823915772598,17,0.5,0.0957729031594628,17,0.55,0.0722029452731843,17,0.55,0.0457254450665121,17,0.55,0.0979379228628721,17,0.45,0.0854519795927896
"14",18,0.9,0.0763718080264209,18,0.75,0.087271567710293,18,0.4,0.0938137538325978,18,0.55,0.0671276578541185,18,0.55,0.0469041575982343,18,0.55,0.0988505365257497,18,0.4,0.0977345425953717
"15",19,0.9,0.072569460040793,19,0.75,0.110859351966207,19,0.4,0.0913392420751187,19,0.55,0.0580288457473997,19,0.55,0.0407205508963978,19,0.5,0.109189967394408,19,0.45,0.075213980463361
"16",20,0.9,0.0688387645894672,20,0.75,0.13228370871667,20,0.4,0.089784322071261,20,0.55,0.0547349830304801,20,0.55,0.0458925097263115,20,0.55,0.111121371408355,20,0.4,0.074230748895809
"17",21,0.9,0.0769309258162072,21,0.75,0.121138308539943,21,0.35,0.097415583549899,21,0.55,0.0607856723182665,21,0.6,0.0488228785446716,21,0.4,0.109096474811639,21,0.45,0.0693188433314948
"18",22,0.9,0.075734498649653,22,0.75,0.106545956358402,22,0.35,0.068332918532008,22,0.55,0.0629949787438553,22,0.55,0.0456360938427523,22,0.4,0.105021863612939,22,0.35,0.0845154254728517
"19",23,0.9,0.0705734528338947,23,0.75,0.117720700241317,23,0.45,0.0889221168053418,23,0.55,0.0524987852143228,23,0.55,0.0473803541479343,23,0.45,0.101196918562428,23,0.45,0.0704504457482169
"20",24,0.9,0.0701383472510013,24,0.8,0.0931369410916977,24,0.45,0.0959166304662544,24,0.55,0.0713999942834274,24,0.55,0.0451866875826706,24,0.4,0.118218062089013,24,0.45,0.0823196854479225
"21",25,0.9,0.0715427658602795,25,0.8,0.0920348203848158,25,0.4,0.0755928946018454,25,0.55,0.080457873373307,25,0.55,0.0373073281634303,25,0.6,0.128571428571429,25,0.4,0.0916348120285637
"22",26,0.9,0.0874175996850399,26,0.75,0.0982707629823991,26,0.4,0.0822142546853609,26,0.55,0.0592125193601792,26,0.55,0.0433424898750802,26,0.55,0.0946314009238811,26,0.4,0.080457873373307
"23",27,0.9,0.0660936256150226,27,0.75,0.113501775586219,27,0.4,0.0831092224554102,27,0.55,0.0544077575501201,27,0.55,0.0377964473009228,27,0.5,0.107873697878016,27,0.45,0.0720048184328731
"24",28,0.9,0.0859757915618919,28,0.7,0.0931807547792166,28,0.35,0.0787918984750724,28,0.55,0.0630840061880561,28,0.6,0.0407205508963978,28,0.35,0.111616142494292,28,0.5,0.0645549915868286
"25",29,0.9,0.0764252335719729,29,0.75,0.101020305091681,29,0.4,0.0841766849294642,29,0.55,0.0640869944461656,29,0.6,0.0493219328618059,29,0.4,0.0873884128124407,29,0.45,0.0808374534331149
"26",30,0.9,0.05886685079439,30,0.75,0.0805339325111738,30,0.4,0.0844006480292367,30,0.55,0.0639594897300675,30,0.55,0.043985155195259,30,0.4,0.103159278471177,30,0.45,0.0704287163139628
