"","Date","concentrations.SRP","Flow"
"1",2009-07-07,0.04,5.5
"2",2009-07-14,0.029,2.8
"3",2009-07-21,0.031,5.1
"4",2009-07-28,0.027,2.1
"5",2009-08-04,0.034,2.2
"6",2009-08-11,0.08,16
"7",2009-08-18,0.033,2.1
"8",2009-08-25,0.035,2.2
"9",2009-09-01,0.0475,2.9
"10",2009-09-05,0.477,63
"11",2009-09-08,0.089,14
"12",2009-09-10,0.284,409
"13",2009-09-15,0.087,32
"14",2009-09-22,0.206,773
"15",2009-09-29,0.06,29
"16",2009-10-06,0.047,23
"17",2009-10-09,0.272,1500
"18",2009-10-13,0.0655,269
"19",2009-10-20,0.058,41
"20",2009-10-27,0.059,186
"21",2009-11-03,0.047,67
"22",2009-11-10,0.039,32
"23",2009-11-17,0.031,34
"24",2009-11-23,0.023,27
"25",2009-12-01,0.025,24
"26",2009-12-08,0.017,20
"27",2009-12-15,0.0185,16
"28",2009-12-21,0.014,14
"29",2009-12-29,0.025,25
"30",2010-01-05,0.019,22
"31",2010-01-12,0.017,22
"32",2010-01-26,0.03,70
"33",2010-02-03,0.033,134
"34",2010-02-10,0.032,85
"35",2010-02-16,0.0275,63
"36",2010-02-23,0.031,71
"37",2010-03-02,0.025,42
"38",2010-03-08,0.027,37
"39",2010-03-16,0.031,34
"40",2010-03-22,0.045,273
"41",2010-03-30,0.04,83
"42",2010-04-07,0.037,52
"43",2010-04-13,0.029,30
"44",2010-04-20,0.028,24
"45",2010-04-27,0.029,30
"46",2010-05-04,0.032,28
"47",2010-05-11,0.06,67
"48",2010-05-13,0.098,142
"49",2010-05-14,0.199,412
"50",2010-05-18,0.049,83
"51",2010-05-25,0.048,34
"52",2010-06-01,0.047,17
"53",2010-06-08,0.06,17
"54",2010-06-15,0.051,10
"55",2010-06-23,0.038,4.6
"56",2010-08-04,0.015,1.6
"57",2010-08-09,0.012,1.2
"58",2010-08-18,0.0095,0.58
"59",2010-08-25,0.005,0.26
"60",2010-09-02,0.006,0.38
"61",2010-09-08,0.024,0.82
"62",2010-09-15,0.1,41
"63",2010-09-23,0.04,6.1
"64",2010-09-30,0.032,5
"65",2010-10-07,0.024,3.9
"66",2010-10-13,0.026,3.9
"67",2010-10-21,0.024,5.6
"68",2010-10-28,0.04,6.1
"69",2010-11-03,0.068,14
"70",2010-11-11,0.034,6.7
"71",2010-11-16,0.029,7.3
"72",2010-11-29,0.052,17
"73",2010-12-09,0.029,5.7
"74",2010-12-16,0.02,4
"75",2011-01-06,0.033,8.8
"76",2011-01-12,0.035,5.5
"77",2011-01-21,0.0255,4.7
"78",2011-01-26,0.024,5
"79",2011-02-06,0.028,9.8
"80",2011-02-12,0.028,19
"81",2011-02-14,0.05,131
"82",2011-02-24,0.053,75
"83",2011-02-28,0.093,113
"84",2011-03-04,0.049,39
"85",2011-03-14,0.096,115
"86",2011-03-31,0.026,22
"87",2011-04-07,0.031,14
"88",2011-04-11,0.067,86
"89",2011-04-20,0.042,21
"90",2011-04-23,0.148,263
"91",2011-04-25,0.183,4860
"92",2011-04-25,0.164,4860
"93",2011-05-11,0.0435,27
"94",2011-05-18,0.032,17
"95",2011-05-23,0.181,2460
"96",2011-06-09,0.033,16
"97",2011-06-16,0.031,14
"98",2011-07-14,0.003,2.4
"99",2011-07-20,0.002,2.3
"100",2011-07-28,0.02,2
