"","Site","Const","Opt_MSE","f05_MSE"
"1","BARON","NO3",1.36769767891864,1.37647248806222
"2","BARON","TN",0.356121654156111,0.357699654334929
"3","BARON","SRP",0.471780760098018,0.474923136596684
"4","BARON","TP",0.311665355937841,0.311497628781665
"5","BARON","TSS",1.09863830442837,1.09732540765083
"6","BARON","Cl",0.0336858083328305,0.033750731531811
"7","BARON","SO4",0.0878065663962376,0.0878065663962376
