"","Site","Const","MSE","RMSE"
"1","BARON","NO3",1.36616331477547,1.16882989129106
"2","BARON","TN",0.355919413406887,0.596589820066423
"3","BARON","SRP",0.471671186187207,0.686783216296967
"4","BARON","TP",0.31143920153949,0.558067380823759
"5","BARON","TSS",1.09732540765083,1.04753301029172
"6","BARON","Cl",0.0336795951627656,0.183520012976148
"7","BARON","SO4",0.0877564403723895,0.29623713537028
