"","SRP.Date","SRP.Flow","SRP.concentrations.SRP","lnC","lnQ"
"1",2009-07-07,5.5,0.04,-3.2188758248682,1.70474809223843
"2",2009-07-14,2.8,0.029,-3.54045944899566,1.02961941718116
"3",2009-07-21,5.1,0.031,-3.47376807449699,1.62924053973028
"4",2009-07-28,2.1,0.027,-3.61191841297781,0.741937344729377
"5",2009-08-04,2.2,0.034,-3.38139475436598,0.78845736036427
"6",2009-08-11,16,0.08,-2.52572864430826,2.77258872223978
"7",2009-08-18,2.1,0.033,-3.41124771751566,0.741937344729377
"8",2009-08-25,2.2,0.035,-3.35240721749272,0.78845736036427
"9",2009-09-01,2.9,0.0475,-3.04702556794154,1.06471073699243
"10",2009-09-05,63,0.477,-0.740238788093796,4.14313472639153
"11",2009-09-08,14,0.089,-2.41911890925,2.63905732961526
"12",2009-09-10,409,0.284,-1.25878104082093,6.0137151560428
"13",2009-09-15,32,0.087,-2.44184716032755,3.46573590279973
"14",2009-09-22,773,0.206,-1.57987911019256,6.65027904858742
"15",2009-09-29,29,0.06,-2.81341071676004,3.36729582998647
"16",2009-10-06,23,0.047,-3.05760767727208,3.13549421592915
"17",2009-10-09,1500,0.272,-1.30195321268614,7.3132203870903
"18",2009-10-13,269,0.0655,-2.72570513634093,5.59471137960184
"19",2009-10-20,41,0.058,-2.84731226843572,3.71357206670431
"20",2009-10-27,186,0.059,-2.83021783507642,5.2257466737132
"21",2009-11-03,67,0.047,-3.05760767727208,4.20469261939097
"22",2009-11-10,32,0.039,-3.24419363285249,3.46573590279973
"23",2009-11-17,34,0.031,-3.47376807449699,3.52636052461616
"24",2009-11-23,27,0.023,-3.77226106305299,3.29583686600433
"25",2009-12-01,24,0.025,-3.68887945411394,3.17805383034795
"26",2009-12-08,20,0.017,-4.07454193492592,2.99573227355399
"27",2009-12-15,16,0.0185,-3.98998454689786,2.77258872223978
"28",2009-12-21,14,0.014,-4.26869794936688,2.63905732961526
