Date,NO3,TN,SRP,TP,TSS,Cl,SO4
2012-04-30,0.696,2.2,0.088,0.382,67.4,3.986,9.672
2012-05-10,4.917,5.01,0.039,0.056,0,22.024,43.984
2012-05-16,4.798,4.96,0.04,0.056,1.8,21.593,42.406
2012-05-24,4.271,6.7,0.041,0.056,0.7,21.523,44.132
2012-05-31,1.83,2.53,0.054,0.176,78.6,4.636,13.468
2012-06-05,7.838,8.5,0.036,0.052,2.1,21.068,50.433
2012-06-14,5.24,5.44,0.037,0.046,1.6,21.924,43.845
2012-06-21,1.783,2.97,0.08,0.208,29.4,10.697,26.4
2012-06-28,4.497,4.17,0.046,0.056,1.5,23.307,43.779
2012-07-12,5.823,2.99,0.039,0.044,1.1,22.805,49.266
2012-07-19,5.092,4.66,0.04,0.05,1.4,22.683,44.421
2012-07-26,0.829,3.22,0.145,1.36,1509.7,3.171,8.988
2012-08-02,4.626,5.09,0.038,0.05,1.8,23.086,48.942
2012-08-15,2.964,3.23,0.034,0.04,1.4,19.509,45.932
2012-08-16,0.789,2.52,0.09,0.809,503.7,0.984,3.651
2012-08-20,5.207,5.4,0.036,0.044,0.6,21.863,53.35
2012-08-27,1.087,1.99,0.077,0.468,453.9,1.296,3.512
2012-08-29,8.528,9.72,0.038,0.052,1.8,23.76,60.175
2012-09-05,7.099,7.58,0.042,0.06,0.7,23.214,50.48
2012-09-10,0.977,3.27,0.114,0.806,745.3,2.329,7.639
2012-09-25,6.207,,0.033,,0.3,23.535,53.773
2012-10-01,4.807,4.97,0.035,0.044,1.1,22.699,47.047
2012-10-01,4.778,4.88,0.037,0.04,1,22.341,45.872
2012-10-12,0.631,2.55,0.106,0.803,583.8,3.175,9.254
2012-10-31,4.317,4.48,0.036,0.044,0.9,21.348,47.3
2012-11-07,3.595,3.57,0.026,0.036,0.3,20.896,45.441
2012-11-11,0.736,1.65,0.209,0.336,36.7,4.845,11.538
2012-11-14,4.42,4.47,0.037,0.038,0.3,21.253,48.134
2012-11-28,3.447,3.59,0.017,0.028,0,20.388,45.021
2012-12-05,5.834,6.22,0.028,0.038,0.7,21.514,59.165
2012-12-12,4.329,4.48,0.019,0.028,0.3,21.191,51.107
2013-01-04,4.616,4.9,0.015,0.018,1,24.46,67.62
2013-01-10,4.263,4.39,0.007,0.008,0,22.989,62.636
2013-01-15,3.728,3.78,0.01,0.018,0.6,21.616,57.024
2013-01-23,3.773,3.59,0.007,0.01,1.4,21.009,54.495
2013-01-29,1.019,4.54,0.045,1.528,1283.1,10.196,20.248
2013-02-06,4.724,5.06,0.015,0.018,0,23.151,65.24
2013-02-11,4.622,4.92,0.022,0.034,1.1,19.543,68.268
2013-02-20,4.725,4.29,0.011,0.018,0.3,21.63,72.09
2013-02-27,3.955,4.64,0.014,0.018,0.7,23.731,66.032
2013-03-06,4.652,5.02,0.006,0.008,0.7,25.531,75.295
2013-03-09,1.215,2.39,0.031,0.256,115.9,12.4,20.025
2013-03-19,3.986,3.94,0.006,0.028,0.8,105.61,66.437
2013-03-29,0.937,2.3,0.107,1.225,834.3,0.253,4.428
2013-04-03,0.643,1.08,0.024,0.098,30.5,4.979,18.36
2013-04-10,0.908,1.7,0.067,1.128,773.3,2.683,5.05
2013-04-18,1.686,3.1,0.185,0.516,180.1,2.122,6.265
2013-04-24,0.073,4.26,0.021,0.024,0.8,0.132,57.131
2013-05-03,3.753,4.58,0.039,0.056,3.1,13.628,41.777
2013-05-09,1.856,3.48,0.082,0.562,381.3,11.041,26.311
2013-05-20,0.752,1.38,0.132,0.352,267.8,1.695,5.66
2013-05-21,1.236,2.12,0.151,0.246,34.8,3.237,11.444
2013-05-30,2.587,3.76,0.04,0.426,296.1,7.893,30.466
2013-06-05,3.175,4.44,0.032,0.386,257.9,12.388,43.781
2013-06-12,5.83,5.82,0.047,0.068,0.8,19.625,64.506
2013-06-25,5.137,5.37,0.051,0.072,1.5,20.397,68.865
2013-07-08,4.264,4.46,0.043,0.056,0.7,19.784,70.458
2013-07-16,1.116,4.38,0.174,1.863,1334.7,3.936,13.676
2013-07-31,4.849,4.58,0.045,0.054,0.9,17.483,48.415
2013-07-31,4.728,4.52,0.044,0.057,0.6,16.841,46.779
2013-08-07,6.807,6.52,0.046,0.056,0.8,19.63,54.177
2013-08-13,2.21,4.11,0.073,0.614,345.5,3.931,12.676
2013-08-20,7.03,7.15,0.036,0.05,0.8,21.298,57.538
2013-08-28,5.898,5.84,0.042,0.058,2.1,20.355,47.489
2013-08-28,5.918,5.9,0.044,0.064,1.9,20.155,47.289
2013-09-04,5.553,5.21,0.046,0.056,0.7,20.218,48.748
2013-09-11,4.525,5.06,0.042,0.056,0.2,19.656,46.265
2013-09-18,4.409,4.27,0.042,0.054,0.9,19.164,45.778
2013-09-23,5.903,5.85,0.037,0.046,2.1,21.308,50.534
2013-09-28,3.128,4.58,0.043,0.218,752.9,12.016,33.552
2013-10-05,0.368,1.26,0.097,0.154,481.6,1.013,3.119
2013-10-24,6.706,6.41,0.031,0.04,0.7,19.595,61.462
2013-10-30,1.371,2.05,0.045,0.282,119.2,10.918,27.094
2013-11-06,3.509,3.84,0.061,0.078,1.4,87.302,40.979
2013-11-13,6.052,6.31,0.025,0.042,0,19.4,56.17
2013-11-21,0.942,1.59,0.091,0.328,114.7,4.92,16.088
2013-12-02,5.98,5.87,0.02,0.026,0,19.398,59.175
2013-12-12,4.671,4.84,0.017,0.024,0.5,200.098,59.404
2013-12-18,5.496,5.72,0.016,0.034,1.4,44.731,58.727
2014-01-09,3.507,3.81,0.026,0.036,1.3,150.06,47.12
2014-01-10,1.941,3.32,0.01,0.074,941.3,116.93,41.616
2014-01-22,5.776,5.94,0.013,0.016,1,28.248,61.359
2014-01-28,5.791,6.28,0.021,0.028,1.8,26.255,55.558
2014-02-06,4.963,5.09,0.013,0.028,1.1,178.12,66.986
2014-02-12,4.879,5.24,0.011,0.02,0.5,53.579,58.601
2014-02-21,5.065,5.22,0.007,0.016,1.7,39.701,69.488
2014-02-25,4.965,4.91,0.004,0.012,1.3,33.64,59.649
2014-03-07,3.703,3.94,0.011,0.024,1.8,101.16,54.948
2014-03-11,4.945,5.19,0.005,0.02,1,66.652,66.3
2014-03-16,1.049,1.8,0.112,0.37,172.2,11.742,10.08
2014-03-27,5.683,6.04,0.007,0.038,4.6,35.039,57.688
2014-04-03,2.021,4.6,0.022,0.564,1174.7,19.773,26.67
2014-04-03,5.23,5.84,0.008,0.044,2.1,33.918,59.968
2014-04-07,3.464,3.87,0.016,0.026,2.9,36.459,48.45
2014-04-13,0.388,4.54,0.067,0.936,278.9,31.079,38.56
2014-04-22,4.835,5.11,0.012,0.034,1.7,25.792,51.227
2014-04-27,3.626,5.4,0.095,0.52,384.8,22.461,45.582
2014-05-08,0.491,2.69,0.043,0.288,439.1,6.317,10.868
2014-05-12,0.55,2.19,0.05,0.712,751.5,2.62,4.615
2014-05-20,6.304,7.24,0.027,0.042,0.9,33.591,61.819
2014-05-28,3.863,4.41,0.035,0.048,2.4,26.994,54.315
2014-06-02,0.664,1.2,0.063,0.172,46.8,5.045,10.711
2014-06-06,0.553,2.3,0.061,0.676,699.6,4.855,18.617
2014-06-10,2.271,2.78,0.06,0.098,12.9,7.085,17.366
2014-07-01,5.838,6.09,0.049,0.064,1.1,26.14,55.837
2014-07-09,5.789,5.81,0.041,0.062,1.5,25.031,55.475
2014-07-10,0.899,2.09,0.119,0.462,200.4,6.167,13.374
2014-07-23,5.515,5.6,0.04,0.056,0.7,25.011,56.307
2014-07-29,5.599,5.84,0.038,0.068,1.5,24.873,55.62
2014-08-05,5.244,5.59,0.038,0.054,1,24.775,66.727
2014-08-07,0.903,1.45,0.077,0.254,73.6,4.028,10.798
2014-08-12,5.517,5.46,0.039,0.054,2.5,24.511,56.83
2014-08-19,4.146,4.33,0.032,0.052,1.5,20.152,47.639
2014-08-27,4.785,4.68,0.04,0.052,0.8,23.356,51.714
2014-08-30,0.61,1.64,0.085,0.52,256.5,3.014,6.931
2014-09-02,0.697,1.14,0.071,0.336,156.5,1.891,4.808
2014-09-06,2.663,3.13,0.029,0.042,2.3,11.499,32.45
2014-09-10,5.655,6.19,0.032,0.046,0.5,25.898,55.804
2014-09-17,4.841,4.93,0.034,0.04,0.6,23.138,57.006
2014-09-17,0.448,1.95,0.059,0.792,433.6,2.633,7.381
2014-09-24,5.678,5.68,0.031,0.04,1.5,24.72,55.861
2014-10-01,5.018,5.04,0.032,0.044,0.9,22.778,52.263
2014-10-08,4.357,4.29,0.034,0.044,0.7,22.432,49.073
2014-10-10,0.832,1.42,0.105,0.456,223,3.055,8.09
2014-10-22,5.163,5.34,0.026,0.036,0.6,25.266,60.417
2014-10-29,3.375,3.57,0.028,0.04,1,20.386,48.861
2014-11-04,0.592,0.97,0.115,0.178,12.4,3.787,8.947
2014-11-12,4.427,4.48,0.024,0.04,0,25.558,57.016
2014-11-19,3.891,4.22,0.026,0.042,0.1,33.934,55.489
2014-12-05,1.427,1.86,0.04,0.09,7.5,16.33,29.482
2014-12-10,4.113,4.16,0.02,0.034,0.7,25.379,64.846
2014-12-17,4.092,4.26,0.019,0.034,0.3,24.452,67.333
2015-01-07,4.061,4.24,0.013,0.02,1.5,27.421,65.832
2015-01-14,4.5,4.51,0.013,0.02,0.5,26.166,58.449
2015-01-21,4.216,4.17,0.009,0.018,0.1,25.029,58.809
2015-01-28,3.82,3.82,0.008,0.012,0.9,22.998,54.663
2015-02-04,3.599,3.58,0.004,0.006,0,22.876,56.461
2015-02-11,3.425,3.27,0.006,0.01,0.5,22.492,56.752
2015-02-18,2.77,2.96,0.001,0.02,1.4,269.78,54.597
2015-02-25,3.269,3.3,0.013,0.026,0.7,48.231,62.577
2015-03-04,0.702,1.26,0.037,0.202,70.1,39.035,15.377
2015-03-11,3.18,3.36,0.008,0.03,5.1,62.64,59.125
2015-03-18,0.698,1.54,0.044,0.334,174.5,15.549,13.826
2015-03-25,0.662,1.96,0.067,0.584,482.3,8.169,15.364
2015-04-01,4.428,4.47,0.009,0.04,1.1,35.374,64.354
2015-04-13,1.064,1.45,0.022,0.144,56.7,14.058,21.987
2015-04-17,0.467,3.59,0.068,1.624,1061.1,8.431,9.556
2015-04-22,3.733,3.97,0.022,0.038,1.1,31.398,63.514
2015-04-24,0.415,2.61,0.122,1.504,1214.2,2.007,5.528
2015-05-07,1.415,2.98,0.061,0.644,386.8,15.733,34.642
2015-06-01,3.461,3.57,0.035,0.056,2.1,27.232,53.805
