"","NO3test5to30stats.X.5.30.","NO3test5to30stats.NO3test5to30modes","NO3test5to30stats.NO3test5to30stdevs","TNtest5to30stats.X.5.30.","TNtest5to30stats.TNtest5to30modes","TNtest5to30stats.TNtest5to30stdevs","SRPtest5to30stats.X.5.30.","SRPtest5to30stats.SRPtest5to30modes","SRPtest5to30stats.SRPtest5to30stdevs","TPtest5to30stats.X.5.30.","TPtest5to30stats.TPtest5to30modes","TPtest5to30stats.TPtest5to30stdevs","TSStest5to30stats.X.5.30.","TSStest5to30stats.TSStest5to30modes","TSStest5to30stats.TSStest5to30stdevs","Cltest5to30stats.X.5.30.","Cltest5to30stats.Cltest5to30modes","Cltest5to30stats.Cltest5to30stdevs","SO4test5to30stats.X.5.30.","SO4test5to30stats.SO4test5to30modes","SO4test5to30stats.SO4test5to30stdevs"
"1",5,0.55,0.101940358713779,5,0.5,0.109990723170972,5,0.4,0.0588061498935793,5,0.4,0.063277813115286,5,0.4,0.119782967001463,5,0.35,0.15556349186104,5,0.4,0.142270222908839
"2",6,0.55,0.0950241644884852,6,0.65,0.100959680778304,6,0.45,0.0608192370211657,6,0.4,0.068332918532008,6,0.4,0.0954260050980842,6,0.45,0.150047611491439,6,0.5,0.118343153755578
"3",7,0.6,0.101925342826032,7,0.6,0.109679495972286,7,0.4,0.0622699849077239,7,0.4,0.0639195923462774,7,0.35,0.11426785574755,7,0.5,0.141871600471723,7,0.4,0.121474781123407
"4",8,0.6,0.0863133825081604,8,0.6,0.0963835873910457,8,0.4,0.0546323519313513,8,0.35,0.0668229460772943,8,0.35,0.117911242994423,8,0.45,0.123404098102824,8,0.4,0.116448289303161
"5",9,0.55,0.0713999942834274,9,0.55,0.0970219836229009,9,0.4,0.0576849288844856,9,0.4,0.0567935753768121,9,0.45,0.118338842451044,9,0.4,0.129897919104792,9,0.45,0.114504255334882
"6",10,0.6,0.0777555037752759,10,0.65,0.106373427708469,10,0.4,0.0465657314657332,10,0.4,0.0503963879496075,10,0.4,0.0879239003053092,10,0.4,0.0921677707183138,10,0.4,0.110291820704374
"7",11,0.6,0.0694071101456869,11,0.55,0.106022716087311,11,0.4,0.0654653670707977,11,0.4,0.0458925097263115,11,0.4,0.0841281820819169,11,0.55,0.110951359079701,11,0.4,0.108871765047187
"8",12,0.55,0.0854818276427385,12,0.65,0.0908070391949156,12,0.4,0.0428571428571429,12,0.35,0.0569281681290608,12,0.4,0.0783047422131075,12,0.4,0.121705566421422,12,0.45,0.11606208753622
"9",13,0.6,0.0869024787697482,13,0.55,0.0807427257101347,13,0.4,0.0346410161513775,13,0.4,0.0605164845142147,13,0.45,0.0988505365257497,13,0.5,0.0962776596885385,13,0.4,0.108444474647778
"10",14,0.6,0.065745334280022,14,0.65,0.10461298939912,14,0.4,0.0509501557146486,14,0.4,0.0486973158544552,14,0.4,0.0932683204085757,14,0.4,0.0857380919321352,14,0.4,0.0911155355377256
"11",15,0.6,0.0640551420612725,15,0.6,0.0763250299972534,15,0.4,0.0438457407234937,15,0.4,0.0474234076362795,15,0.4,0.0829863524555547,15,0.4,0.0897615889851715,15,0.4,0.106445348629698
"12",16,0.6,0.0721393209883006,16,0.65,0.100508909139073,16,0.4,0.0450509915177756,16,0.35,0.042964152119493,16,0.4,0.0729551161988783,16,0.45,0.0919682731451783,16,0.45,0.103785493068292
"13",17,0.6,0.066432411563351,17,0.55,0.0812466639817492,17,0.4,0.0452769256906871,17,0.4,0.0446757022031768,17,0.4,0.0749149177264394,17,0.4,0.0996166120070097,17,0.4,0.0885771887527875
"14",18,0.6,0.0590831306426006,18,0.6,0.0950241644884852,18,0.4,0.0404061017820884,18,0.35,0.0431064179131846,18,0.4,0.0742376217951243,18,0.4,0.0967006742901168,18,0.45,0.0960229564388918
"15",19,0.6,0.0675292831417057,19,0.65,0.0783503382902977,19,0.4,0.0368255678704293,19,0.35,0.0407205508963978,19,0.4,0.0896762885867489,19,0.45,0.0929614798435023,19,0.45,0.0836903915192961
"16",20,0.65,0.0749149177264394,20,0.6,0.0954260050980842,20,0.4,0.0322774957934143,20,0.35,0.0374710772817257,20,0.4,0.0762648446573665,20,0.45,0.0863074712399612,20,0.45,0.0865671851859607
"17",21,0.6,0.074230748895809,21,0.6,0.0813721609116323,21,0.4,0.0442165358301205,21,0.4,0.0372662784592731,21,0.4,0.0700510018282598,21,0.45,0.0917016012590259,21,0.45,0.0835683760126267
"18",22,0.6,0.0687794463840613,22,0.6,0.0691124490395537,22,0.4,0.0391230398217976,22,0.4,0.0370328039909021,22,0.4,0.0640869944461656,22,0.4,0.0840553753334609,22,0.45,0.0909193407950819
"19",23,0.6,0.0661167798023208,23,0.55,0.0755996436661508,23,0.4,0.0358710843699706,23,0.4,0.042185208743524,23,0.4,0.0671884343788848,23,0.45,0.0713141941391353,23,0.4,0.0858629662869379
"20",24,0.6,0.0588061498935794,24,0.65,0.0962352559605674,24,0.4,0.0364215679542342,24,0.35,0.0449035247014335,24,0.4,0.0860054578239672,24,0.4,0.0888762037433909,24,0.45,0.103035559544325
"21",25,0.6,0.0682432623571211,25,0.6,0.0852427506044487,25,0.4,0.0376476684374412,25,0.35,0.0370328039909021,25,0.4,0.0677329690921697,25,0.4,0.0886923138192496,25,0.45,0.0857142857142857
"22",26,0.6,0.0633744943223395,26,0.6,0.0790827518024826,26,0.4,0.0247435829652697,26,0.4,0.0338815463589469,26,0.4,0.0491665225410086,26,0.4,0.069868681489357,26,0.45,0.0784024156229271
"23",27,0.6,0.0654653670707977,27,0.6,0.0809698860625331,27,0.4,0.0323406612076336,27,0.4,0.0335638289270592,27,0.4,0.0617846820723026,27,0.4,0.0677630927178939,27,0.45,0.0932190748632883
"24",28,0.6,0.0631163486696415,28,0.55,0.0701674382299589,28,0.4,0.0335638289270592,28,0.4,0.0391230398217976,28,0.4,0.0666164777066516,28,0.4,0.0829556065197599,28,0.4,0.0938083151964686
"25",29,0.6,0.0545949836972039,29,0.6,0.0659003576838331,29,0.4,0.0352975688588738,29,0.35,0.0362671493565317,29,0.4,0.0665168384389875,29,0.45,0.0646497628513415,29,0.4,0.086076615137152
"26",30,0.6,0.0555216449794537,30,0.6,0.0722029452731843,30,0.4,0.0346410161513775,30,0.4,0.0331354671564091,30,0.4,0.0728431359084684,30,0.4,0.0541728149310244,30,0.4,0.0934377452901019
