"","Date","concentrations.TP","Flow"
"1",2011-07-29,0.042,0.14
"2",2011-08-03,0.054,0.06
"3",2011-08-10,0.134,5.1
"4",2011-09-01,0.034,2.1
"5",2011-09-08,0.028,4
"6",2011-09-16,0.024,2.5
"7",2011-09-22,0.104,20
"8",2011-09-27,0.038,0.33
"9",2011-10-06,0.038,0.84
"10",2011-10-12,0.034,9.8
"11",2011-10-26,0.036,3
"12",2011-10-27,0.144,8.8
"13",2011-11-03,0.042,2.1
"14",2011-11-08,0.152,57
"15",2011-11-17,0.042,1.8
"16",2011-12-01,0.02,0.96
"17",2011-12-08,0.026,0.92
"18",2011-12-14,0.566,21
"19",2012-01-05,0.018,1.7
"20",2012-01-12,0.018,1.7
"21",2012-01-19,0.016,1.3
"22",2012-01-25,0.19,23
"23",2012-02-02,0.016,1.5
"24",2012-02-09,0.022,1.1
"25",2012-02-16,0.068,1
"26",2012-03-01,0.014,0.85
"27",2012-03-08,0.066,4.9
"28",2012-03-11,0.092,3.9
"29",2012-03-20,0.144,30
"30",2012-03-29,0.024,1.1
"31",2012-04-12,0.026,0.65
"32",2012-04-15,0.398,8.5
"33",2012-04-26,0.044,0.63
"34",2012-04-30,0.382,5.4
"35",2012-05-10,0.056,0.22
"36",2012-05-16,0.056,0.23
"37",2012-05-24,0.056,0.39
"38",2012-05-31,0.176,5
"39",2012-06-05,0.052,0.54
"40",2012-06-14,0.046,0.57
"41",2012-06-21,0.208,1.3
"42",2012-06-28,0.056,0.67
"43",2012-07-12,0.044,0.28
"44",2012-07-19,0.05,0.4
"45",2012-07-26,1.36,6
"46",2012-08-02,0.05,0.18
"47",2012-08-15,0.04,0.03
"48",2012-08-16,0.809,13
"49",2012-08-20,0.044,0.09
"50",2012-08-27,0.468,9.4
"51",2012-08-29,0.052,0.11
"52",2012-09-05,0.06,0.19
"53",2012-09-10,0.806,0.05
"54",2012-10-01,0.044,0.2
"55",2012-10-01,0.04,0.2
"56",2012-10-12,0.803,11
"57",2012-10-31,0.044,0.37
"58",2012-11-07,0.036,0.46
"59",2012-11-11,0.336,3.2
"60",2012-11-14,0.038,0.89
"61",2012-11-28,0.028,1.9
"62",2012-12-05,0.038,0.61
"63",2012-12-12,0.028,0.96
"64",2013-01-04,0.018,0.77
"65",2013-01-10,0.008,1.3
"66",2013-01-15,0.018,0.74
"67",2013-01-23,0.01,0.34
"68",2013-01-29,1.528,34
"69",2013-02-06,0.018,1.1
"70",2013-02-11,0.034,1.7
"71",2013-02-20,0.018,2.4
"72",2013-02-27,0.018,1.2
"73",2013-03-06,0.008,0.59
"74",2013-03-09,0.256,4.9
"75",2013-03-19,0.028,0.92
"76",2013-03-29,1.225,25
"77",2013-04-03,0.098,2.7
"78",2013-04-10,1.128,11
"79",2013-04-18,0.516,27
"80",2013-04-24,0.024,1.1
"81",2013-05-03,0.056,4.1
"82",2013-05-09,0.562,17
"83",2013-05-20,0.352,9.6
"84",2013-05-21,0.246,28
"85",2013-05-30,0.426,15
"86",2013-06-05,0.386,4.5
"87",2013-06-12,0.068,1.3
"88",2013-06-25,0.072,0.91
"89",2013-07-08,0.056,1.1
"90",2013-07-16,1.863,4.9
"91",2013-07-31,0.054,0.69
"92",2013-07-31,0.057,0.69
"93",2013-08-07,0.056,0.3
"94",2013-08-13,0.614,8.7
"95",2013-08-20,0.05,0.35
"96",2013-08-28,0.058,0.43
"97",2013-08-28,0.064,0.43
"98",2013-09-04,0.056,0.4
"99",2013-09-11,0.056,0.44
"100",2013-09-18,0.054,0.06
"101",2013-09-23,0.046,0.02
"102",2013-09-28,0.218,2
"103",2013-10-05,0.154,35
"104",2013-10-24,0.04,1.5
"105",2013-10-30,0.282,6.9
"106",2013-11-06,0.078,3
"107",2013-11-13,0.042,2
"108",2013-11-21,0.328,17
"109",2013-12-02,0.026,0.86
"110",2013-12-12,0.024,2.1
"111",2013-12-18,0.034,1.7
"112",2014-01-09,0.036,3.2
"113",2014-01-10,0.074,12
"114",2014-01-22,0.016,2.3
"115",2014-01-28,0.028,2.6
"116",2014-02-06,0.028,3.7
"117",2014-02-12,0.02,3.2
"118",2014-02-21,0.016,2.5
"119",2014-02-25,0.012,2.6
"120",2014-03-07,0.024,3.6
"121",2014-03-11,0.02,1.5
"122",2014-03-16,0.37,44
"123",2014-03-27,0.038,3.2
"124",2014-04-03,0.564,5.6
"125",2014-04-03,0.044,5.6
"126",2014-04-07,0.026,9.6
"127",2014-04-13,0.936,3.9
"128",2014-04-22,0.034,1.1
"129",2014-04-27,0.52,1.6
"130",2014-05-08,0.288,14
"131",2014-05-12,0.712,14
"132",2014-05-20,0.042,1.4
"133",2014-05-28,0.048,1.3
"134",2014-06-02,0.172,4.5
"135",2014-06-06,0.676,4.3
"136",2014-06-10,0.098,7.6
"137",2014-07-01,0.064,1.1
"138",2014-07-09,0.062,0.73
"139",2014-07-10,0.462,7.8
"140",2014-07-23,0.056,0.62
"141",2014-07-29,0.068,0.82
"142",2014-08-05,0.054,0.49
"143",2014-08-07,0.254,6.5
"144",2014-08-12,0.054,0.65
"145",2014-08-19,0.052,0.41
"146",2014-08-27,0.052,0.31
"147",2014-08-30,0.52,5.1
"148",2014-09-02,0.336,18
"149",2014-09-06,0.042,2.1
"150",2014-09-10,0.046,0.28
"151",2014-09-17,0.04,5.2
"152",2014-09-17,0.792,5.2
"153",2014-09-24,0.04,0.2
"154",2014-10-01,0.044,0.37
"155",2014-10-08,0.044,0.34
"156",2014-10-10,0.456,32
"157",2014-10-22,0.036,0.51
"158",2014-10-29,0.04,0.5
"159",2014-11-04,0.178,12
"160",2014-11-12,0.04,1.3
"161",2014-11-19,0.042,0.62
"162",2014-12-05,0.09,8.5
"163",2014-12-10,0.034,0.62
"164",2014-12-17,0.034,7.5
"165",2015-01-07,0.02,1.2
"166",2015-01-14,0.02,1.1
"167",2015-01-21,0.018,1.1
"168",2015-01-28,0.012,1
"169",2015-02-04,0.006,0.94
"170",2015-02-11,0.01,1.1
"171",2015-02-18,0.02,1.1
"172",2015-02-25,0.026,1.2
"173",2015-03-04,0.202,7.8
"174",2015-03-11,0.03,2.3
"175",2015-03-18,0.334,6.2
"176",2015-03-25,0.584,15
"177",2015-04-01,0.04,1.9
"178",2015-04-13,0.144,16
"179",2015-04-17,1.624,10
"180",2015-04-22,0.038,2
"181",2015-04-24,1.504,19
"182",2015-05-07,0.644,5.1
"183",2015-06-01,0.056,2.8
