"","Date","concentrations.SO4","Flow"
"63",2012-11-28,45.021,1.9
"64",2012-12-05,59.165,0.61
"65",2012-12-12,51.107,0.96
"66",2013-01-04,67.62,0.77
"67",2013-01-10,62.636,1.3
"68",2013-01-15,57.024,0.74
"69",2013-01-23,54.495,0.34
"70",2013-01-29,20.248,34
"71",2013-02-06,65.24,1.1
"72",2013-02-11,68.268,1.7
"73",2013-02-20,72.09,2.4
"74",2013-02-27,66.032,1.2
"75",2013-03-06,75.295,0.59
"76",2013-03-09,20.025,4.9
"77",2013-03-19,66.437,0.92
"78",2013-03-29,4.428,25
"79",2013-04-03,18.36,2.7
"80",2013-04-10,5.05,11
"81",2013-04-18,6.265,27
"82",2013-04-24,57.131,1.1
"83",2013-05-03,41.777,4.1
"84",2013-05-09,26.311,17
"85",2013-05-20,5.66,9.6
"86",2013-05-21,11.444,28
"87",2013-05-30,30.466,15
"88",2013-06-05,43.781,4.5
"89",2013-06-12,64.506,1.3
"90",2013-06-25,68.865,0.91
"91",2013-07-08,70.458,1.1
"92",2013-07-16,13.676,4.9
"93",2013-07-31,48.415,0.69
"94",2013-07-31,46.779,0.69
"95",2013-08-07,54.177,0.3
"96",2013-08-13,12.676,8.7
"97",2013-08-20,57.538,0.35
"98",2013-08-28,47.489,0.43
"99",2013-08-28,47.289,0.43
"100",2013-09-04,48.748,0.4
"101",2013-09-11,46.265,0.44
"102",2013-09-18,45.778,0.06
"103",2013-09-23,50.534,0.02
"104",2013-09-28,33.552,2
"105",2013-10-05,3.119,35
"106",2013-10-24,61.462,1.5
"107",2013-10-30,27.094,6.9
"108",2013-11-06,40.979,3
"109",2013-11-13,56.17,2
"110",2013-11-21,16.088,17
"111",2013-12-02,59.175,0.86
"112",2013-12-12,59.404,2.1
"113",2013-12-18,58.727,1.7
"114",2014-01-09,47.12,3.2
"115",2014-01-10,41.616,12
"116",2014-01-22,61.359,2.3
"117",2014-01-28,55.558,2.6
"118",2014-02-06,66.986,3.7
"119",2014-02-12,58.601,3.2
"120",2014-02-21,69.488,2.5
"121",2014-02-25,59.649,2.6
"122",2014-03-07,54.948,3.6
"123",2014-03-11,66.3,1.5
"124",2014-03-16,10.08,44
"125",2014-03-27,57.688,3.2
"126",2014-04-03,26.67,5.6
"127",2014-04-03,59.968,5.6
"128",2014-04-07,48.45,9.6
"129",2014-04-13,38.56,3.9
"130",2014-04-22,51.227,1.1
"131",2014-04-27,45.582,1.6
"132",2014-05-08,10.868,14
"133",2014-05-12,4.615,14
"134",2014-05-20,61.819,1.4
"135",2014-05-28,54.315,1.3
"136",2014-06-02,10.711,4.5
"137",2014-06-06,18.617,4.3
"138",2014-06-10,17.366,7.6
"139",2014-07-01,55.837,1.1
"140",2014-07-09,55.475,0.73
"141",2014-07-10,13.374,7.8
"142",2014-07-23,56.307,0.62
"143",2014-07-29,55.62,0.82
"144",2014-08-05,66.727,0.49
"145",2014-08-07,10.798,6.5
"146",2014-08-12,56.83,0.65
"147",2014-08-19,47.639,0.41
"148",2014-08-27,51.714,0.31
"149",2014-08-30,6.931,5.1
"150",2014-09-02,4.808,18
"151",2014-09-06,32.45,2.1
"152",2014-09-10,55.804,0.28
"153",2014-09-17,57.006,5.2
"154",2014-09-17,7.381,5.2
"155",2014-09-24,55.861,0.2
"156",2014-10-01,52.263,0.37
"157",2014-10-08,49.073,0.34
"158",2014-10-10,8.09,32
"159",2014-10-22,60.417,0.51
"160",2014-10-29,48.861,0.5
"161",2014-11-04,8.947,12
"162",2014-11-12,57.016,1.3
"163",2014-11-19,55.489,0.62
"164",2014-12-05,29.482,8.5
"165",2014-12-10,64.846,0.62
"166",2014-12-17,67.333,7.5
"167",2015-01-07,65.832,1.2
"168",2015-01-14,58.449,1.1
"169",2015-01-21,58.809,1.1
"170",2015-01-28,54.663,1
"171",2015-02-04,56.461,0.94
"172",2015-02-11,56.752,1.1
"173",2015-02-18,54.597,1.1
"174",2015-02-25,62.577,1.2
"175",2015-03-04,15.377,7.8
"176",2015-03-11,59.125,2.3
"177",2015-03-18,13.826,6.2
"178",2015-03-25,15.364,15
"179",2015-04-01,64.354,1.9
"180",2015-04-13,21.987,16
"181",2015-04-17,9.556,10
"182",2015-04-22,63.514,2
"183",2015-04-24,5.528,19
"184",2015-05-07,34.642,5.1
"185",2015-06-01,53.805,2.8
